ST	aroA	cpn60	dpr	gki	mutS	recA	thrA	clonal_complex
3157	17	33	42	154	47	6	8	
3158	23	33	49	86	107	6	12	
3159	17	48	42	154	47	30	8	
3160	17	55	42	154	47	30	8	
3161	494	33	42	154	47	6	8	
3162	17	48	42	154	12	336	8	
3163	17	48	42	154	47	6	12	
3164	23	131	42	55	14	64	349	
3165	17	48	42	154	16	6	8	
3166	17	48	42	154	12	6	18	
3167	63	68	53	7	43	26	76	
3168	63	48	42	154	43	6	8	
3169	23	11	54	31	14	109	12	
3170	17	48	42	154	12	6	8	
3171	17	799	5	45	44	22	4	
3172	25	265	356	93	299	509	18	
3173	17	21	5	687	44	22	4	
3174	23	48	43	154	47	6	8	
3175	63	55	53	86	43	68	76	
3176	17	276	5	4	153	85	12	
3177	17	21	5	45	44	510	4	
3178	17	801	5	45	44	22	4	
3179	40	10	46	134	8	15	193	
3180	5	3	5	396	28	21	1	
3181	17	21	5	45	686	22	4	
3182	17	800	5	45	44	22	4	
3183	23	257	49	31	16	109	12	
3184	15	327	42	106	684	251	11	
3185	63	797	49	86	14	85	11	
3186	17	37	52	267	685	107	12	
3187	329	32	49	686	14	109	12	
3188	63	798	2	199	43	508	12	
3189	15	275	52	689	16	6	12	
3190	63	802	22	688	14	85	11	
3191	63	299	44	86	43	68	12	
3192	15	193	5	7	220	162	11	
3193	415	464	359	304	554	184	268	
3194	15	142	52	86	16	26	12	
3195	23	403	21	4	14	6	8	
3196	15	8	24	12	1	10	4	
3197	17	68	21	246	14	6	8	
3198	15	327	9	12	305	30	11	
3199	33	68	293	19	358	26	12	
3200	33	481	44	294	16	33	348	
3201	33	572	44	145	16	33	348	
3202	18	37	184	503	489	194	18	
3203	18	264	184	503	489	242	383	
3204	63	668	42	30	7	6	12	
3205	63	803	45	4	16	68	12	
3206	63	652	9	298	7	6	8	
3207	25	68	9	29	7	30	12	
3208	15	11	9	29	305	30	11	
3209	17	804	42	154	47	6	8	
3210	25	68	9	416	7	30	12	
3211	23	68	9	4	14	30	11	
3212	23	131	42	55	16	109	349	
3213	63	802	22	614	14	85	11	
3214	63	481	22	614	14	194	247	
3215	23	25	21	4	7	30	8	
3216	17	805	21	690	14	511	106	
3217	15	593	9	691	6	33	11	
3218	63	48	22	614	14	85	11	
3219	63	247	42	247	9	242	63	
3220	63	39	42	4	32	68	12	
3221	23	131	223	386	302	46	12	
3222	63	11	42	247	9	242	63	
3223	23	3	22	4	153	85	12	
3224	33	805	21	4	14	511	106	
3225	25	806	42	4	358	26	12	
3226	33	807	52	145	16	6	348	
3227	197	308	546	145	16	6	348	
3228	25	808	30	60	489	512	347	
3229	15	809	9	439	305	30	11	
3230	63	24	9	692	687	26	11	
3231	63	810	547	614	14	85	349	
3232	25	68	9	693	7	30	12	
3233	1	1	1	1	1	1	108	
3234	63	32	311	7	7	513	12	
3235	493	90	550	696	366	514	108	
3236	63	811	20	7	392	13	12	
3237	17	39	22	4	153	85	498	
3238	63	812	52	156	2	6	12	
3239	8	17	5	12	1	10	25	
3240	15	48	42	694	76	6	8	
3241	63	99	548	695	43	68	370	
3242	3	1	1	60	1	1	1	
3243	63	32	548	4	43	68	370	
3244	18	30	5	12	1	10	4	
3245	63	99	548	4	43	68	18	
3246	63	55	549	4	43	13	12	
3247	17	813	21	15	22	30	8	
3248	3	1	551	60	1	1	1	
3249	523	85	303	16	21	34	62	
3250	62	45	39	49	6	42	8	
3251	254	33	30	15	16	214	106	
3252	31	405	44	7	16	6	380	
3253	63	55	42	60	43	26	8	
3254	23	55	53	294	489	68	8	
3255	197	30	5	268	44	22	109	
3256	8	6	18	20	28	7	1	
3257	17	427	2	548	2	215	8	
3258	17	21	333	45	44	22	4	
3259	5	21	5	45	44	22	1	
3260	8	3	5	45	698	22	25	
3261	31	30	5	34	44	22	109	
3262	197	247	22	127	16	6	76	
3263	88	28	95	156	76	26	149	
3264	367	76	54	72	154	103	42	
3265	242	782	8	134	659	15	245	
3266	370	360	88	188	247	227	194	
3267	280	32	175	247	32	26	149	
3268	405	683	20	267	16	20	76	
3269	39	35	216	34	191	18	39	
3270	247	248	17	164	562	275	41	
3271	31	21	5	45	31	22	109	
3272	62	85	72	108	427	42	34	
3273	5	17	5	697	1	10	4	
3274	25	34	29	145	34	19	192	
3275	8	1	5	12	29	10	1	
3276	5	17	5	12	1	10	499	
3277	5	814	5	12	1	10	4	
3278	620	815	172	698	688	67	227	
3279	210	31	181	282	136	18	166	
3280	31	52	166	49	52	18	370	
3281	77	90	19	61	382	214	76	
3282	23	453	52	15	2	6	8	
3283	7	405	181	386	10	156	18	
3284	63	55	22	4	43	6	18	
3285	63	32	20	4	392	13	12	
3286	39	35	146	12	431	18	175	
3287	43	68	52	30	9	72	12	
3288	252	52	166	49	319	18	370	
3289	8	359	36	24	42	22	12	
3290	21	88	22	87	16	322	157	
3291	86	405	284	15	586	107	11	
3292	63	247	22	223	14	194	8	
3293	49	28	30	124	365	26	12	
3294	8	30	30	45	44	22	109	
3295	8	30	58	45	44	22	109	
3296	1	21	5	45	44	22	25	
3297	192	77	49	390	382	26	361	
3298	48	77	191	66	61	5	57	
3299	77	108	49	31	76	26	361	
3300	23	312	45	30	2	6	12	
3301	66	99	22	15	14	194	11	
3302	63	33	22	614	14	194	11	
3303	8	21	36	248	42	22	12	
3304	23	51	439	31	43	20	44	
3305	7	3	5	12	49	47	429	
3306	373	30	11	7	136	77	429	
3307	140	13	32	254	212	113	102	
3308	38	259	20	15	323	26	149	
3309	36	35	216	34	191	18	39	
3310	23	249	52	4	220	194	12	
3311	219	404	5	61	139	163	8	
3312	66	90	28	31	139	123	125	
3313	620	815	172	556	688	67	227	
3314	151	90	52	6	139	26	55	
3315	108	184	28	206	503	131	120	
3316	418	77	259	103	313	37	61	
3317	25	34	66	228	34	19	192	
3318	36	35	284	124	191	303	175	
3319	297	83	172	83	80	67	227	
3320	23	68	236	4	14	46	106	
3321	145	77	259	103	145	149	12	
3322	38	340	237	298	76	26	9	
3323	25	816	2	317	9	10	119	
3324	297	815	172	556	688	67	227	
3325	297	83	172	83	83	67	227	
3326	91	500	259	103	145	149	12	
3327	17	21	5	45	44	22	25	
3328	139	71	97	7	154	91	55	
3329	17	33	53	30	2	6	8	
3330	145	77	259	536	313	265	61	
3331	209	500	259	103	145	149	12	
3332	151	90	97	6	139	26	55	
3333	300	83	172	83	83	67	227	
3334	17	6	18	20	28	7	4	
3335	91	300	388	367	211	113	232	
3336	295	815	172	84	83	67	227	
3337	9	68	5	266	16	162	12	
3338	64	28	54	72	232	103	42	
3339	300	83	172	467	83	67	227	
3340	138	71	97	6	629	91	55	
3341	621	817	30	699	689	516	134	
3342	623	321	387	700	690	517	88	
3343	97	115	28	701	691	518	500	
3344	622	818	28	704	692	52	500	
3345	623	321	554	7	690	517	88	
3346	624	115	28	699	693	519	500	
3347	621	818	28	705	694	516	501	
3348	64	55	54	7	629	91	55	
3349	72	305	88	16	45	42	34	
3350	94	75	272	242	48	141	28	
3351	62	21	5	16	28	42	62	
3352	72	305	271	108	45	42	34	
3353	23	377	2	667	7	23	11	
3354	23	68	52	4	14	46	106	
3355	23	88	52	4	14	46	106	
3356	6	21	24	614	1	10	4	
3357	38	340	30	298	84	26	9	
3358	372	95	2	93	16	72	66	
3359	13	574	193	501	611	37	117	
3360	1	1	5	4	1	10	1	
3361	625	88	19	15	54	20	27	
3362	25	34	29	1	34	19	192	
3363	242	400	272	60	84	99	9	
3364	62	296	271	343	139	42	34	
3365	23	68	21	4	14	46	106	
3366	17	284	38	4	14	6	44	
3367	119	28	239	15	84	55	76	
3368	8	1	5	269	1	10	1	
3369	5	1	1	1	1	1	1	
3370	43	344	2	294	299	6	349	
3371	141	58	143	359	159	34	197	
3372	31	68	5	12	35	21	4	
3373	38	28	40	15	498	15	348	
3374	43	28	175	449	32	26	149	
3375	280	32	552	31	32	26	149	
3376	31	3	5	5	35	32	18	
3377	210	34	19	7	6	7	4	
3378	242	308	49	15	34	26	149	
3379	203	360	88	313	145	227	194	
3380	389	45	88	680	6	42	34	
3381	62	45	88	197	82	42	62	
3382	370	360	88	11	247	227	194	
3383	62	296	271	108	139	42	34	
3384	62	296	88	11	6	42	34	
3385	254	454	49	73	139	20	174	
3386	254	77	49	73	139	20	174	
3387	18	1	5	12	29	10	4	
3388	31	193	85	425	53	21	11	
3389	117	77	174	66	61	55	57	
3390	62	109	72	108	106	42	34	
3391	119	249	166	15	32	20	106	
3392	119	39	166	15	32	20	106	
3393	48	77	191	15	61	55	12	
3394	31	30	18	38	88	45	15	
3395	18	6	18	20	28	7	25	
3396	62	395	72	49	45	42	34	
3397	17	68	53	702	267	6	8	
3398	48	90	20	298	16	32	170	
3399	48	77	174	66	61	55	57	
3400	72	85	271	16	45	42	34	
3401	406	819	553	277	695	206	362	
3402	31	6	5	4	6	7	25	
3403	16	296	271	16	139	42	34	
3404	91	425	372	687	38	159	12	
3405	62	315	72	49	45	42	62	
3406	2	1	5	12	1	10	1	
3407	37	275	183	106	75	20	76	
3408	119	730	44	60	139	20	174	
3409	8	820	45	30	2	6	12	
3410	15	21	5	45	44	22	4	
3411	13	315	72	16	45	42	62	
3412	197	32	44	60	16	6	76	
3413	31	21	5	45	44	22	4	
3414	23	11	5	15	22	107	1	
3415	62	296	271	16	6	42	34	
3416	222	282	5	7	52	18	175	
3417	72	85	88	16	45	42	34	
3418	202	1	19	12	1	26	1	
3419	210	36	29	358	52	259	4	
3420	18	6	52	20	28	7	4	
3421	8	3	5	7	35	21	11	
3422	210	555	387	358	52	259	4	
3423	18	21	24	12	1	10	4	
3424	33	24	17	703	697	26	11	
3425	33	24	17	703	696	26	11	
3426	8	1	5	12	1	10	490	
3427	36	555	166	134	294	18	138	
3428	62	85	72	150	427	38	34	
3429	17	17	5	4	1	10	4	
3430	244	264	46	228	53	65	44	
3431	17	75	21	499	22	30	8	
3432	17	21	5	12	44	22	4	
3433	62	85	72	60	145	42	62	
3434	18	7	8	358	6	7	4	
3435	62	85	72	16	45	42	62	
3436	62	296	39	49	6	42	34	
3437	57	308	40	26	98	15	164	
3438	370	360	88	278	247	227	194	
3439	224	395	99	188	159	34	92	
3440	76	29	368	139	475	34	218	
3441	43	254	22	491	5	55	125	
3442	202	30	5	38	1	71	64	
3443	178	58	58	155	82	34	8	
3444	178	291	34	103	21	38	12	
3445	8	21	5	45	44	21	25	
3446	39	25	216	591	431	41	436	
3447	114	652	23	95	117	113	8	
3448	13	4	110	95	117	113	102	
3449	222	35	181	282	35	18	38	
3450	114	291	36	24	21	38	12	
3451	77	28	49	15	221	20	38	
3452	31	21	3	45	44	22	23	
3453	556	403	518	390	166	412	362	
3454	197	77	5	386	10	156	18	
3455	8	21	36	45	44	22	12	
3456	252	403	181	386	302	156	18	
3457	77	142	49	15	221	64	149	
3458	562	724	284	124	191	18	8	
3459	562	405	166	73	319	18	370	
3460	31	177	181	449	10	156	18	
3461	203	283	34	254	21	142	8	
3462	25	68	25	32	14	3	18	
3463	31	322	223	30	302	46	18	
3464	86	332	7	42	302	18	12	
3465	117	785	2	15	139	26	8	
3466	13	13	32	254	212	38	102	
3467	336	58	259	495	133	37	51	
3468	31	177	223	30	302	46	18	
3469	13	152	99	139	248	39	92	
3470	114	4	23	95	117	113	102	
3471	278	597	46	165	291	103	77	
3472	453	596	406	7	135	367	79	
3473	87	255	371	7	513	367	145	
3474	88	134	284	15	299	357	76	
3475	386	478	28	79	218	103	126	
3476	95	513	28	66	521	52	64	
3477	242	589	8	6	14	15	245	
3478	87	255	406	7	181	114	44	
3479	455	513	28	165	521	52	64	
3480	454	513	28	165	521	52	64	
3481	487	83	172	83	83	67	227	
3482	487	83	172	84	83	67	227	
3483	295	83	172	332	393	67	227	
3484	300	83	172	467	393	67	227	
3485	365	30	9	7	136	18	18	
3486	86	405	181	386	10	156	18	
3487	250	332	146	333	295	209	63	
3488	252	52	166	66	319	18	370	
3489	365	30	11	294	12	17	18	
3490	222	25	25	7	11	5	8	
3491	222	38	25	32	11	3	8	
3492	230	288	110	257	253	39	181	
3493	221	281	190	95	117	113	102	
3494	91	281	190	95	117	38	179	
3495	341	13	143	95	117	38	247	
3496	254	10	247	148	8	10	27	
3497	31	177	181	386	10	156	370	
3498	100	13	198	155	109	496	177	
3499	100	286	32	27	145	373	18	
3500	91	4	176	103	82	373	92	
3501	222	31	5	34	52	18	175	
3502	260	291	36	24	21	38	12	
