ST	abcZ	bglA	cat	dapE	dat	ldh	lhkA	CC	Lineage
2428	5	5	17	18	12	96	1	CC1790	II
2429	5	13	2	5	1	635	1	CC2429	II
2430	5	7	6	4	5	4	377	CC204	II
2431	5	7	3	550	1	8	6	CC37	II
2432	5	10	6	390	39	26	85	ST2432	II
2433	5	7	6	4	5	642	1	CC204	II
2434	5	391	2	9	5	3	1	CC8	II
2435	5	10	3	30	1	6	1	CC906	II
2436	5	393	2	7	5	2	1	CC8	II
2437	5	6	8	62	6	645	34	CC321	II
2438	5	8	5	7	327	2	1	CC7	II
2439	5	6	8	62	6	1	34	CC321	II
2440	5	6	2	9	5	652	1	CC8	II
2441	5	406	5	7	6	2	1	CC7	II
2442	5	8	5	575	6	2	1	CC7	II
2443	5	10	8	7	1	656	6	CC787	II
2444	5	6	2	6	1	45	1	CC779	II
2445	5	5	427	21	39	2	6	CC415	II
2446	5	136	17	585	1	670	6	ST2446	II
2447	5	6	434	62	6	7	34	CC321	II
2448	5	27	8	6	13	3	6	CC1670	II
2449	5	8	5	7	54	2	1	CC7	II
2450	5	7	6	4	5	200	1	CC204	II
2451	5	424	5	7	6	2	1	CC7	II
2452	5	10	240	425	6	2	1	CC1515	II
2453	5	428	3	6	1	8	1	ST2453	II
2454	5	10	8	4	5	2	1	CC2454	II
2455	5	10	8	20	5	2	1	CC2454	II
2456	6	382	6	4	322	4	1	ST2456	II
2457	6	5	6	4	1	446	1	CC9	II
2458	6	5	6	4	324	4	1	CC9	II
2459	6	5	418	4	1	4	1	CC9	II
2460	6	5	6	4	1	4	213	CC9	II
2461	6	5	420	4	1	4	1	CC9	II
2462	6	5	6	567	1	4	1	CC9	II
2463	6	5	10	586	1	302	6	ST2463	II
2464	6	423	6	4	1	4	1	CC9	II
2465	6	5	443	4	1	678	1	ST2465	II
2466	7	10	16	14	5	2	1	CC155	II
2467	7	6	8	540	6	37	1	CC121	II
2468	7	7	410	10	5	630	371	ST2468	II
2469	7	5	16	18	6	96	1	ST2469	II
2470	7	10	6	21	40	4	1	ST2470	II
2471	7	6	1	1	1	1	1	ST2471	I
2472	7	14	37	6	1	639	1	CC193	II
2473	7	15	416	8	6	14	9	CC101	II
2474	7	6	8	8	325	37	1	CC121	II
2475	7	14	11	3	1	8	1	ST2475	II
2476	7	15	15	78	267	14	9	CC101	II
2477	7	6	8	8	6	37	384	CC121	II
2478	7	6	17	5	5	6	1	CC659	II
2479	7	10	3	20	5	3	1	CC1800	II
2480	7	395	16	7	5	2	1	CC155	II
2481	7	222	10	67	5	3	1	ST2481	II
2482	7	10	58	7	54	2	1	CC155	II
2483	7	10	401	7	5	343	1	ST2483	II
2484	7	6	11	8	6	37	1	CC121	II
2485	7	10	58	7	5	2	389	CC155	II
2486	7	122	17	6	1	4	1	CC938	II
2487	7	8	2	242	13	2	103	ST2487	II
2488	7	97	16	5	6	96	1	CC768	II
2489	7	6	15	18	332	6	1	CC18	II
2490	7	66	8	87	6	653	1	CC475	II
2491	7	10	16	7	5	465	1	CC155	II
2492	7	5	10	21	1	254	1	CC11	II
2493	7	5	8	68	1	2	6	ST2493	II
2494	7	311	16	8	1	312	396	ST2494	II
2495	7	47	10	139	13	3	103	ST2495	II
2496	7	413	196	520	13	515	1	ST2496	II
2497	7	27	10	41	5	665	1	CC207	II
2498	7	6	10	8	1	37	402	ST2498	II
2499	7	143	2	242	13	669	1	ST2499	II
2500	7	10	3	30	13	24	1	ST2500	II
2501	7	1	11	7	3	1	1	ST2501	II
2502	7	10	16	7	343	2	1	CC155	II
2503	7	47	10	18	13	509	1	CC1803	II
2504	7	49	2	6	177	429	6	CC1331	II
2505	7	143	2	242	5	429	415	ST2505	II
2506	7	49	8	6	177	2	6	CC1331	II
2507	7	7	8	4	1	2	1	CC307	II
2508	7	6	19	30	1	24	1	CC19	II
2509	7	10	441	20	1	26	1	CC177	II
2510	7	49	8	6	177	429	6	CC1331	II
2511	7	15	15	594	6	14	9	CC101	II
2512	8	6	8	564	6	37	1	CC121	II
2513	8	6	13	571	5	2	1	CC14	II
2514	9	10	15	6	8	26	379	CC199	II
2515	9	394	15	6	8	26	1	CC199	II
2516	9	10	15	149	8	26	1	CC199	II
2517	9	10	15	561	8	26	1	CC199	II
2518	9	10	15	6	8	675	1	CC199	II
2519	11	96	4	16	2	1	382	CC736	I
2520	11	9	12	3	3	9	4	CC489	I
2521	11	3	12	577	109	94	2	CC224	I
2522	11	1	12	14	4	286	4	ST2522	I
2523	11	12	4	3	3	1	227	CC1047	I
2524	12	1	4	14	1	4	4	ST2524	I
2525	12	12	12	1	3	90	4	CC88	I
2526	12	12	12	1	3	101	4	CC88	I
2527	12	12	12	1	3	680	4	CC88	I
2528	17	13	409	6	5	7	1	CC20	II
2529	17	13	3	6	3	7	1	CC20	II
2530	17	13	3	6	5	643	1	CC20	II
2531	17	13	3	6	1	7	1	CC20	II
2532	17	13	3	572	5	7	1	CC20	II
2533	20	32	21	75	25	159	55	ST2533	III
2534	22	11	21	24	17	31	55	CC131	III
2535	23	29	3	574	6	6	1	CC635	II
2536	24	19	29	114	37	178	72	ST2536	IV
2537	24	77	447	102	36	178	419	ST2537	IV
2538	27	54	64	74	22	157	391	CC396	III
2539	29	426	22	339	310	555	353	ST2539	III
2540	32	58	171	24	271	123	20	ST2540	III
2541	32	11	72	24	25	123	55	CC1510	III
2542	32	11	21	27	25	34	20	CC203	III
2543	32	33	21	24	17	123	44	ST2543	III
2544	34	39	11	60	1	1	2	CC288	I
2545	34	39	11	15	3	644	2	CC288	I
2546	34	39	11	565	3	1	2	CC288	I
2547	34	404	57	14	2	1	2	CC5	I
2548	34	39	428	15	3	1	2	CC288	I
2549	34	9	12	71	3	1	4	ST2549	I
2550	38	31	42	570	28	108	25	CC262	III
2551	41	325	292	546	151	246	277	ST2551	III
2552	41	105	43	144	70	246	28	CC641	III
2553	41	60	77	93	16	201	63	ST2553	III
2554	41	181	52	54	70	111	28	ST2554	III
2555	41	33	52	54	70	111	175	CC2555	III
2556	41	30	142	144	34	246	28	CC2214	III
2557	41	33	193	146	134	387	144	ST2557	III
2558	41	33	52	54	70	111	414	CC2555	III
2559	41	105	43	144	70	111	28	CC641	III
2560	41	33	43	54	70	246	28	CC640	III
2561	41	325	292	146	89	246	277	ST2561	III
2562	44	226	370	218	16	111	169	ST2562	III
2563	44	409	77	578	110	660	333	ST2563	III
2564	49	30	43	54	70	111	28	CC641	III
2565	49	420	53	24	22	123	46	ST2565	III
2566	52	1	9	15	2	5	5	ST2566	I
2567	52	1	9	1	3	1	390	CC651	I
2568	53	47	10	552	13	3	1	CC945	II
2569	53	46	8	67	336	3	41	CC369	II
2570	58	398	270	558	329	298	100	ST2570	III
2571	59	11	53	27	139	34	13	ST2571	III
2572	59	11	21	24	71	123	47	CC434	III
2573	66	266	431	582	339	666	401	ST2573	III
2574	67	248	435	114	36	672	38	ST2574	IV
2575	71	33	281	541	250	501	249	ST2575	III
2576	74	30	440	590	345	107	172	ST2576	III
2577	76	383	119	146	88	287	56	CC856	III
2578	92	117	228	157	231	631	198	ST2578	III
2579	92	399	98	560	91	539	276	ST2579	III
2580	92	408	426	355	284	367	246	ST2580	III
2581	92	200	127	411	101	535	276	ST2581	III
2582	92	117	321	113	147	661	247	ST2582	III
2583	92	117	127	113	348	380	170	CC1180	III
2584	94	2	11	3	6	1	34	ST2584	II
2585	94	2	11	3	18	1	388	CC666	I
2586	97	11	411	24	22	123	13	CC669	III
2587	97	58	53	24	22	164	55	ST2587	III
2588	97	58	53	24	32	123	55	CC1639	III
2589	97	11	103	24	173	123	13	CC669	III
2590	112	101	91	580	61	283	72	ST2590	IV
2591	113	173	421	4	1	372	103	CC1078	II
2592	113	33	194	403	16	111	175	ST2592	III
2593	113	416	52	403	70	111	175	ST2593	III
2594	113	27	10	6	13	3	6	ST2594	II
2595	113	46	8	228	183	3	1	ST2595	II
2596	116	385	300	54	158	111	144	ST2596	III
2597	116	32	181	255	41	634	331	ST2597	III
2598	116	181	413	255	33	387	105	ST2598	III
2599	116	355	118	592	260	602	282	ST2599	III
2600	123	77	29	114	61	149	399	ST2600	IV
2601	127	250	21	75	173	123	55	ST2601	III
2602	127	250	72	24	173	164	20	ST2602	III
2603	127	33	438	24	242	637	13	ST2603	III
2604	131	30	284	588	90	112	28	ST2604	III
2605	138	7	2	6	13	2	1	ST2605	II
2606	138	6	2	139	1	2	6	CC2606	II
2607	138	6	2	139	13	2	6	CC2606	II
2608	183	165	313	340	337	662	333	ST2608	III
2609	188	157	4	3	2	1	148	ST2609	I
2610	189	353	302	93	175	603	416	ST2610	III
2611	204	30	118	72	33	111	28	ST2611	III
2612	204	33	292	144	17	111	161	ST2612	III
2613	204	105	118	144	151	111	161	CC2613	III
2614	204	105	194	144	151	597	161	CC2263	III
2615	204	33	292	591	151	246	28	ST2615	III
2616	204	30	118	144	33	246	28	CC1512	III
2617	204	105	118	144	346	111	161	CC2613	III
2618	212	155	35	557	33	114	51	ST2618	III
2619	217	30	298	398	335	199	395	ST2619	III
2620	281	184	204	146	161	123	64	ST2620	III
2621	295	410	91	114	61	283	39	ST2621	IV
2622	295	44	29	114	36	663	399	ST2622	IV
2623	295	431	29	599	349	228	38	ST2623	IV
2624	312	65	29	579	61	228	72	ST2624	IV
2625	312	77	29	63	61	150	421	ST2625	IV
2626	320	10	8	6	350	2	6	ST2626	II
2627	323	117	296	581	96	380	284	ST2627	III
2628	335	54	72	24	17	164	44	ST2628	III
2629	345	85	8	8	1	26	92	ST2629	II
2630	349	247	227	365	231	437	397	ST2630	III
2631	361	427	298	589	344	555	26	ST2631	III
2632	376	407	64	573	334	528	393	ST2632	III
2633	400	226	53	542	41	632	169	ST2633	III
2634	402	30	383	72	89	603	226	ST2634	III
2635	403	112	433	48	161	671	98	ST2635	III
2636	428	71	271	389	16	285	178	ST2636	III
2637	429	384	412	138	61	633	372	ST2637	IV
2638	430	183	298	544	89	555	26	ST2638	III
2639	431	33	46	545	17	527	373	CC2639	III
2640	431	33	46	545	17	123	373	CC2639	III
2641	432	33	13	360	161	111	374	ST2641	III
2642	433	387	414	547	323	636	375	ST2642	III
2643	434	58	72	358	271	637	55	ST2643	III
2644	435	388	415	113	230	245	376	ST2644	III
2645	436	39	11	60	3	1	2	CC288	I
2646	437	1	1	1	3	1	3	CC1	I
2647	438	13	3	6	5	7	1	CC20	II
2648	439	4	4	3	2	1	5	CC3	I
2649	440	30	132	553	25	527	172	ST2649	III
2650	443	1	11	3	3	1	7	CC5	I
2651	445	401	296	563	147	380	298	ST2651	III
2652	446	287	149	24	89	565	44	ST2652	III
2653	447	47	10	67	13	3	1	CC945	II
2654	449	1	135	71	3	1	4	ST2654	I
2655	449	1	12	15	3	1	4	ST2655	I
2656	450	4	4	3	2	1	5	CC3	I
2657	451	1	11	3	3	1	7	CC5	I
2658	452	1	1	1	3	1	3	CC1	I
2659	453	1	1	1	3	1	3	CC1	I
2660	454	1	1	1	3	1	3	CC1	I
2661	455	11	305	576	71	123	13	ST2661	III
2662	456	75	93	101	61	657	394	CC2662	IV
2663	456	75	93	101	61	659	394	CC2662	IV
2664	457	411	429	392	245	631	398	ST2664	III
2665	458	129	430	456	338	497	26	ST2665	III
2666	459	412	296	401	96	664	400	ST2666	III
2667	460	1	12	3	7	1	5	ST2667	I
2668	461	414	12	3	69	1	5	ST2668	I
2669	464	12	11	15	3	1	2	CC288	I
2670	465	419	436	587	22	673	408	ST2670	III
2671	466	1	1	1	3	1	3	CC1	I
2672	468	1	11	7	6	1	1	ST2672	II
2673	469	6	56	6	1	2	1	CC11	II
2674	471	249	10	6	1	2	1	CC11	II
2675	472	46	442	595	1	2	1	ST2675	II
2676	473	430	445	596	347	679	418	ST2676	IV
2677	475	77	29	31	62	150	420	ST2677	IV
2678	476	6	10	6	1	2	1	CC11	II
2679	477	2	9	1	2	5	3	CC4	I
2680	478	30	64	598	24	442	24	ST2680	III
2681	162	138	417	549	326	640	215	ST2681	L. seeligeri
2682	163	389	250	549	64	638	215	ST2682	L. seeligeri
2683	181	113	432	584	138	668	404	ST2683	L. seeligeri
2684	462	417	167	583	340	667	403	ST2684	L. welshimeri
2685	470	24	439	207	342	677	413	ST2685	L. welshimeri
2686	474	142	446	112	67	667	66	ST2686	L. welshimeri
2687	6	5	39	4	1	4	1	CC9	II
2688	419	142	448	601	342	244	422	ST2688	L. welshimeri
2689	36	21	40	108	65	681	81	CC600	L. innocua
2690	5	380	2	29	5	3	1	CC8	II
2691	7	6	8	8	6	682	1	CC121	II
2692	11	1	11	38	352	39	5	CC429	I
2693	1	432	11	11	2	1	5	CC2	I
2694	479	243	40	110	20	192	16	ST2694	L. innocua
2695	1	1	4	602	2	1	5	ST2695	I
2696	1	1	11	11	2	1	423	CC2	I
2697	7	6	8	603	6	37	1	CC121	II
2698	8	6	15	6	6	683	424	CC2698	II
2699	34	39	11	60	3	39	2	CC288	I
2700	2	1	449	604	2	1	3	ST2700	I
2701	5	6	2	29	5	3	425	CC8	II
2702	5	10	15	7	8	26	424	ST2702	II
2703	3	1	1	1	3	131	423	CC1	I
2704	7	10	16	198	5	626	424	ST2704	II
2705	8	6	15	6	5	683	424	CC2698	II
2706	94	2	11	3	18	1	423	CC666	I
2707	7	14	10	19	5	684	424	ST2707	II
2708	12	1	4	1	3	39	4	CC87	I
2709	5	6	2	9	5	626	424	CC2709	II
2710	5	433	450	5	1	685	6	ST2710	II
2711	11	9	12	3	3	1	426	CC489	I
2712	8	6	13	7	5	683	424	ST2712	II
2713	81	29	8	29	5	683	424	ST2713	II
2714	5	6	451	29	5	626	424	ST2714	II
2715	5	6	452	29	5	3	1	CC8	II
2716	7	6	453	605	6	686	1	ST2716	II
2717	480	5	6	4	1	687	1	ST2717	II
2718	7	6	454	8	6	688	427	ST2718	II
2719	1	1	8	606	353	1	1	ST2719	II
2720	34	39	11	60	3	1	423	CC288	I
2721	34	4	4	3	2	1	423	CC3	I
2722	7	15	15	78	6	626	425	ST2722	II
2723	34	4	4	3	3	1	5	CC3	I
2724	3	9	455	3	3	39	5	ST2724	I
2725	12	1	4	15	3	39	428	ST2725	I
2726	5	10	15	6	8	683	423	ST2726	II
2727	481	49	3	6	5	626	424	ST2727	II
2728	5	6	102	9	5	626	424	CC2709	II
2729	5	6	456	9	5	3	1	CC8	II
2730	482	434	40	15	3	1	5	ST2730	I
2731	7	435	15	6	5	2	1	CC14	II
2732	3	436	9	3	3	1	5	CC6	I
2733	483	4	4	3	2	1	5	CC3	I
2734	4	4	4	607	2	1	5	CC3	I
2735	7	437	8	8	6	37	1	CC121	II
2736	11	3	12	38	3	689	2	CC224	I
2737	7	438	8	87	6	37	1	CC475	II
2738	262	439	457	608	354	690	429	ST2738	L. seeligeri
2739	262	440	458	609	355	690	143	ST2739	L. seeligeri
2740	163	164	460	610	200	638	156	ST2740	L. seeligeri
2741	181	441	462	611	355	690	143	ST2741	L. seeligeri
2742	262	152	463	214	138	347	143	ST2742	L. seeligeri
2743	485	442	464	609	358	693	143	ST2743	L. seeligeri
2744	28	21	459	108	55	356	430	ST2744	L. innocua
2745	174	0	174	0	357	692	0	ST2745	L. newyorkensis
2746	486	0	465	0	359	694	0	ST2746	L. booriae
2747	487	0	466	0	360	695	0	ST2747	L. newyorkensis
2748	484	0	461	0	356	691	470	ST2748	L. sp.
2749	506	0	485	0	377	716	447	ST2749	L. fleischmannii coloradonensis
2750	5	458	2	9	5	3	1	CC8	II
2751	3	459	1	1	3	1	3	CC1	I
2752	15	10	18	627	1	280	1	CC29	II
2753	70	80	486	33	45	240	68	CC599	L. innocua
2754	507	140	487	628	378	341	448	ST2754	L. innocua
2755	133	120	137	164	95	717	101	CC127	L. ivanovii londoniensis
2756	508	460	488	629	57	226	70	ST2756	L. ivanovii ivanovii
2757	509	461	489	630	95	323	101	ST2757	L. ivanovii londoniensis
2758	133	120	137	162	95	323	101	CC127	L. ivanovii londoniensis
2759	15	462	18	18	1	3	1	CC29	II
2760	7	5	10	21	379	4	1	CC11	II
2761	7	6	15	631	12	6	1	CC18	II
2762	4	4	213	632	2	1	5	CC3	I
2763	2	1	11	3	3	1	449	CC5	I
2764	5	8	5	633	380	26	85	ST2764	II
2765	1	3	7	2	381	1	2	CC220	I
2766	510	20	30	32	20	20	16	CC132	L. innocua
2767	511	2	11	3	18	1	5	CC666	I
2768	263	164	417	297	64	718	215	ST2768	L. seeligeri
2769	512	32	294	156	89	377	308	ST2769	III
2770	6	5	6	4	1	4	450	CC9	II
2771	3	18	27	634	4	1	23	CC315	I
2772	513	6	62	28	5	2	1	CC89	II
2773	514	0	490	0	382	719	0	ST2773	L. portnoyi
2774	485	463	491	584	142	693	143	ST2774	L. seeligeri
2775	262	164	250	303	64	720	215	ST2775	L. seeligeri
2777	516	164	492	610	384	718	215	ST2777	L. seeligeri
2778	517	21	40	96	45	721	53	CC529	L. innocua
2779	156	0	159	0	120	329	121	ST2779	L. fleischmannii fleischmannii
2780	419	464	493	112	128	722	128	ST2780	L. welshimeri
2781	163	164	417	610	385	718	215	ST2781	L. seeligeri
2782	518	164	492	303	64	363	156	ST2782	L. seeligeri
2783	163	164	96	323	64	723	215	ST2783	L. seeligeri
2784	519	0	494	0	386	724	451	ST2784	L. fleischmannii
2785	520	21	40	108	65	243	81	CC600	L. innocua
2786	44	32	388	52	281	579	271	ST2786	III
2787	63	465	70	636	44	725	452	ST2787	L. innocua
2788	63	466	70	82	387	726	453	ST2788	L. innocua
2789	169	140	496	203	132	338	134	CC188	L. innocua
2790	63	467	495	637	44	171	454	ST2790	L. innocua
2791	163	230	497	611	388	727	455	ST2791	L. seeligeri
2792	163	138	165	638	64	728	215	ST2792	L. seeligeri
2793	163	138	492	639	64	478	125	ST2793	L. seeligeri
2794	163	468	417	639	64	239	218	ST2794	L. seeligeri
2795	71	68	53	436	34	285	93	ST2795	III
2798	133	469	498	162	95	323	456	ST2798	L. ivanovii londoniensis
2799	58	107	78	148	27	289	44	CC853	III
2800	41	71	303	48	16	285	344	ST2800	III
2801	521	1	1	16	7	1	4	CC218	I
2802	1	472	12	3	2	5	3	CC4	I
2803	7	473	17	6	1	96	1	CC226	II
2804	3	1	14	12	2	1	5	CC212	I
2805	25	476	501	642	55	730	457	ST2805	L. innocua
2806	163	164	492	297	64	363	215	ST2806	L. seeligeri
2807	523	153	500	641	390	244	422	ST2807	L. welshimeri
2808	6	5	6	643	1	4	1	CC9	II
2810	1	1	502	17	2	1	3	CC54	I
2811	7	5	10	645	1	4	1	CC11	II
2812	11	478	12	16	3	1	7	CC59	I
2813	7	6	19	6	1	267	1	CC19	II
2814	23	5	503	30	6	6	1	CC124	II
2815	5	6	2	9	5	731	1	CC8	II
2816	7	6	62	28	5	732	1	CC89	II
2817	17	13	3	6	5	260	1	CC20	II
2818	6	5	6	20	1	15	1	CC9	II
2819	5	7	3	5	1	734	6	CC37	II
2820	5	7	504	5	1	8	6	CC37	II
2821	524	8	5	7	6	2	1	CC7	II
2822	8	6	505	6	1	37	1	CC689	II
2823	7	7	3	10	5	195	1	CC21	II
2824	398	58	21	24	391	736	13	CC2824	III
2825	7	6	8	8	6	737	1	CC121	II
2826	3	1	506	1	3	1	3	CC1	I
2827	7	10	16	7	5	738	1	CC155	II
2828	7	7	3	21	5	6	1	CC21	II
2829	7	7	3	646	5	6	1	CC21	II
2830	5	7	507	279	5	4	1	CC204	II
2831	3	1	508	1	3	1	3	CC1	I
2832	7	6	15	18	12	140	1	CC18	II
2833	15	10	18	18	1	735	1	CC29	II
2834	7	6	8	8	6	739	1	CC121	II
2835	12	86	11	3	53	1	2	CC619	I
2836	6	5	6	4	1	3	1	CC9	II
2837	12	1	4	14	5	39	4	CC87	I
2838	3	1	1	1	18	3	3	CC1	I
2839	6	5	6	4	1	2	1	CC9	II
2840	6	5	6	4	3	1	1	ST2840	II
2841	3	1	4	3	18	1	3	ST2841	I
2842	4	4	1	3	2	1	5	CC3	I
2849	1	1	11	644	2	1	5	CC2	I
2851	7	13	19	6	1	740	1	CC19	II
2853	527	443	510	648	394	743	459	ST2853	L. cossartiae cossartiae
2855	53	5	8	8	1	24	1	ST2855	II
2856	528	483	511	649	395	744	460	ST2856	L. marthii
2857	529	484	512	650	396	745	461	ST2857	L. sp.
2858	5	47	3	68	1	2	1	ST2858	II
2859	530	443	513	651	397	746	462	ST2859	L. sp.
2860	7	47	8	139	392	308	1	ST2860	II
2861	5	15	10	185	13	302	1	ST2861	II
2862	7	311	8	520	13	2	1	ST2862	II
2863	32	58	21	75	32	551	55	ST2863	III
2864	531	68	198	48	247	747	93	ST2864	III
2865	49	11	219	24	32	123	20	CC1519	III
2866	49	68	53	24	271	123	463	ST2866	III
2868	59	32	21	75	17	159	55	CC407	III
2869	38	31	42	47	28	748	25	CC262	III
2870	3	2	12	1	3	286	7	ST2870	I
2874	49	58	204	652	32	164	46	CC1513	III
2875	32	11	21	27	25	34	113	CC203	III
2878	1	2	9	1	2	749	3	CC4	I
2879	277	58	52	24	22	750	46	ST2879	III
2883	22	33	72	24	17	123	55	ST2883	III
2885	59	11	21	75	25	123	55	ST2885	III
2886	44	71	77	48	89	555	50	ST2886	III
2887	97	11	103	24	22	123	13	CC669	III
2888	59	11	53	27	25	34	20	ST2888	III
2890	7	10	16	653	5	2	1	CC155	II
2891	12	1	4	654	3	39	4	CC87	I
2892	3	1	1	1	3	5	3	CC1	I
2895	195	47	2	8	13	741	1	ST2895	II
2896	5	6	17	18	1	8	1	ST2896	II
2897	7	10	17	5	5	6	1	CC659	II
2898	7	6	514	6	5	2	1	CC14	II
2899	2	1	11	3	3	10	7	CC5	I
2900	1	1	11	11	2	751	5	CC2	I
2901	3	1	1	1	3	61	3	CC1	I
2902	1	1	11	11	398	1	5	CC2	I
2903	7	6	8	8	6	752	1	CC121	II
2904	532	5	6	4	1	4	48	ST2904	II
2907	6	488	6	4	1	4	1	CC9	II
2908	5	6	40	9	55	3	1	ST2908	II
2909	3	1	516	1	3	1	3	CC1	I
2910	7	13	19	656	1	7	1	CC19	II
2911	5	6	517	9	5	3	1	CC8	II
2912	17	13	3	6	400	7	1	CC20	II
2913	534	1	11	11	2	1	5	CC2	I
2914	535	4	4	3	2	1	5	CC3	I
2915	7	10	518	657	5	2	1	ST2915	II
2916	8	6	13	6	5	753	1	CC14	II
2917	6	5	6	4	1	4	465	CC9	II
2918	1	489	12	3	2	5	3	CC4	I
2919	536	4	4	3	2	1	5	CC3	I
2920	1	1	11	658	2	1	5	CC2	I
2921	1	1	12	659	2	1	3	CC54	I
2922	53	47	10	67	13	754	1	CC945	II
2923	5	6	2	660	5	3	1	CC8	II
2924	25	20	30	32	20	755	466	ST2924	L. innocua
2925	1	2	406	3	2	5	3	CC4	I
2926	6	5	6	661	1	4	1	CC9	II
2927	537	5	8	662	1	7	1	ST2927	II
2928	1	490	11	11	2	1	5	CC2	I
2929	11	3	15	38	3	94	2	CC224	I
2930	11	9	12	3	3	1	467	CC489	I
2931	3	9	9	3	3	628	5	CC6	I
2932	7	377	10	41	5	2	1	CC207	II
2933	5	6	2	7	351	2	1	CC8	II
2934	32	30	21	24	16	123	55	ST2934	III
2935	11	1	11	668	2	39	5	CC429	I
2936	94	493	11	3	18	1	5	CC666	I
2937	264	234	522	99	212	479	230	CC1609	L. innocua
2938	11	494	11	15	3	1	2	CC77	I
2939	79	21	33	670	403	759	58	ST2939	L. innocua
2940	541	4	4	3	2	1	5	CC3	I
2941	3	1	1	1	404	1	3	CC1	I
2942	170	495	9	1	2	1	5	ST2942	I
2943	17	13	360	6	5	7	1	CC20	II
2944	1	2	12	3	2	5	471	CC4	I
2945	2	1	523	3	3	1	7	CC5	I
2946	2	1	11	1	7	5	4	ST2946	I
2947	1	51	178	13	2	5	5	CC183	I
2948	398	58	21	24	391	147	13	CC2824	III
2949	19	17	22	25	15	763	12	CC69	III
2950	419	373	446	200	67	244	472	ST2950	L. welshimeri
2951	542	220	155	299	128	244	128	CC1490	L. welshimeri
2952	543	138	524	671	405	364	218	ST2952	L. seeligeri
2953	422	496	526	189	314	244	66	ST2953	L. welshimeri
2954	171	373	527	672	407	761	128	ST2954	L. welshimeri
2955	28	21	84	673	20	218	68	CC537	L. innocua
2956	546	21	83	298	20	458	216	CC1489	L. innocua
2957	419	142	401	674	409	343	357	ST2957	L. welshimeri
2958	547	24	529	675	54	722	475	ST2958	L. welshimeri
2959	419	72	530	207	410	764	66	ST2959	L. welshimeri
2960	523	220	238	207	67	244	476	ST2960	L. welshimeri
2961	548	72	527	676	411	764	403	ST2961	L. welshimeri
2962	423	142	238	112	128	244	128	ST2962	L. welshimeri
2963	542	221	532	207	342	244	137	ST2963	L. welshimeri
2964	470	153	533	677	413	766	403	ST2964	L. welshimeri
2965	419	142	535	678	282	667	66	ST2965	L. welshimeri
2966	2	9	12	14	3	94	36	CC344	I
2967	1	2	12	3	2	768	3	CC4	I
2968	29	25	35	37	24	83	265	CC157	III
2969	8	6	15	6	6	53	1	CC14	II
2970	24	19	29	31	36	178	38	ST2970	IV
2971	281	36	204	24	134	350	64	ST2971	III
2972	6	497	188	4	1	4	1	CC9	II
2973	551	12	12	3	7	1	7	ST2973	I
2974	523	498	537	679	416	210	66	ST2974	L. welshimeri
2975	262	440	538	680	355	770	429	ST2975	L. seeligeri
2976	165	142	351	679	342	244	137	ST2976	L. welshimeri
2977	542	24	238	681	417	244	475	ST2977	L. welshimeri
2978	165	142	172	674	128	244	66	ST2978	L. welshimeri
2979	419	221	238	299	418	244	480	ST2979	L. welshimeri
2980	171	496	539	682	67	244	128	ST2980	L. welshimeri
2981	171	72	527	299	410	667	66	ST2981	L. welshimeri
2982	462	142	540	678	282	667	66	ST2982	L. welshimeri
2983	523	142	238	672	419	244	475	ST2983	L. welshimeri
2984	422	221	541	675	67	244	128	ST2984	L. welshimeri
2985	419	142	238	678	54	210	481	ST2985	L. welshimeri
2986	171	221	542	299	67	667	137	ST2986	L. welshimeri
2987	419	373	238	672	407	761	128	ST2987	L. welshimeri
2988	544	0	525	0	406	760	473	ST2988	L. booriae
2989	545	0	528	0	408	762	474	ST2989	L. booriae
2990	540	0	521	669	279	576	0	ST2990	L. thailandensis
2991	549	0	531	0	412	765	477	ST2991	L. booriae
2992	550	0	534	0	414	767	478	ST2992	L. booriae
2993	552	0	536	0	415	769	479	ST2993	L. fleischmannii coloradonensis
2994	553	10	16	7	5	2	1	CC155	II
2995	5	499	6	4	5	4	1	CC204	II
2996	7	15	15	8	6	771	9	CC101	II
2997	11	1	12	16	3	236	7	CC59	I
2998	1	1	11	11	2	101	5	CC2	I
2999	1	2	12	683	2	5	3	CC4	I
3000	554	4	4	3	2	1	5	CC3	I
3001	3	1	1	1	3	751	3		
3002	555	4	4	3	2	1	482	ST3002	I
3003	5	7	6	4	5	4	483	CC204	II
3004	12	86	11	3	73	1	484	CC619	I
3005	25	73	82	684	45	477	67	CC529	L. innocua
3006	6	5	6	685	1	4	1	CC9	II
3007	36	21	33	33	217	772	81	ST3007	L. innocua
3008	7	6	8	8	6	37	450	CC121	II
3009	7	14	8	4	1	2	485	ST3009	II
3010	7	15	15	5	6	14	1	ST3010	II
3011	7	6	8	8	6	37	486	CC121	II
