ST	AAT1a	ACC1	ADP1	MPIb	SYA1	VPS13	ZWF1b	clonal_complex
3154	8	3	6	9	2	5	5	
3155	13	10	15	4	7	160	15	
3156	2	5	5	9	2	5	5	
3157	3	7	21	2	38	46	12	
3158	3	7	21	2	38	116	12	
3159	3	7	21	2	38	292	12	
3160	4	3	6	4	30	45	22	
3161	4	3	6	4	30	3	159	
3162	24	7	6	14	155	279	22	
3163	4	3	6	4	30	42	22	
3164	4	3	6	4	30	42	89	
3165	13	7	6	95	147	54	12	
3166	4	13	6	4	76	38	192	
3167	4	13	6	4	76	58	192	
3168	152	13	151	4	76	4	161	
3169	23	3	3	3	3	48	95	
3170	8	5	6	12	2	21	5	
3171	13	32	15	19	34	160	15	
3172	2	5	5	9	2	106	5	
3173	8	5	5	12	2	106	5	
3174	2	5	6	157	2	78	5	
3175	13	10	15	6	50	49	15	
3176	2	5	6	12	2	24	30	
3177	2	2	6	12	2	6	5	
3178	31	2	5	9	2	78	5	
3179	2	5	5	12	2	21	5	
3180	4	9	6	4	76	239	12	
3181	4	13	6	4	76	58	60	
3182	4	13	6	4	76	79	161	
3183	4	13	6	4	76	79	32	
3184	24	7	6	14	155	3	22	
3185	133	3	6	95	147	4	12	
3186	4	13	6	4	76	285	60	
3187	4	13	6	4	76	79	12	
3188	4	13	6	4	76	38	161	
3189	24	7	6	14	155	54	22	
3190	4	7	6	4	30	42	22	
3191	7	3	10	3	3	39	95	
3192	3	5	5	2	2	190	25	
3193	35	7	4	4	4	35	4	
3194	4	7	155	5	220	51	14	
3195	4	13	6	4	76	38	42	
3196	33	7	6	9	155	58	22	
3197	4	3	6	4	30	45	89	
3198	13	89	6	95	147	55	12	
3199	4	7	6	4	30	45	22	
3200	4	7	6	4	30	42	89	
3201	77	7	6	14	155	45	12	
3202	53	9	10	36	97	182	35	
3203	4	7	26	114	76	165	82	
3204	53	9	10	36	147	182	35	
3205	53	9	10	36	159	182	10	
3206	4	7	22	56	76	165	35	
3207	4	7	22	114	97	79	82	
3208	33	7	6	14	155	27	37	
3209	4	7	21	2	159	205	90	
3210	54	31	10	36	221	113	111	
3211	74	7	16	162	220	13	9	
3212	70	3	30	4	2	10	8	
3213	3	3	3	117	3	39	273	
3214	5	32	156	164	7	55	274	
3215	2	2	5	9	2	6	20	
3216	2	5	5	137	2	6	5	
3217	35	7	4	4	223	4	123	
3218	29	2	38	163	51	132	20	
3219	2	5	5	163	2	6	5	
3220	168	3	21	106	13	100	15	
3221	4	13	6	4	76	38	12	
3222	4	7	6	4	30	45	89	
3223	24	7	6	14	155	20	22	
3224	4	13	6	4	76	38	81	
3225	4	13	6	4	76	38	195	
3226	24	7	6	14	155	58	22	
3227	24	7	6	9	155	58	22	
3228	13	3	6	132	116	20	12	
3229	24	7	6	14	155	45	22	
3230	4	7	26	114	97	51	82	
3231	13	10	137	6	7	37	15	
3232	24	7	6	3	6	45	37	
3233	5	32	10	121	7	74	5	
3234	24	26	6	3	89	45	15	
3235	6	17	25	18	120	73	6	
3236	5	13	21	34	7	74	5	
3237	5	32	6	34	7	74	5	
3238	3	3	6	4	53	109	12	
3239	55	7	14	3	34	45	15	
3240	33	29	4	7	34	41	15	
3241	27	7	6	3	43	164	148	
3242	3	5	21	4	27	109	13	
3243	9	13	4	14	34	32	18	
3244	25	7	6	3	6	78	37	
3245	161	7	4	3	43	230	12	
3246	8	32	10	34	7	74	5	
3247	3	3	6	4	27	109	226	
3248	5	32	10	34	2	74	5	
3249	4	29	157	7	6	45	137	
3250	169	14	4	3	6	45	15	
3251	5	32	21	34	7	74	19	
3252	60	10	21	165	2	11	15	
3253	5	105	10	34	40	55	5	
3254	13	10	15	6	7	143	15	
3255	53	31	10	36	83	137	111	
3256	5	13	10	34	7	55	5	
3257	4	3	6	4	30	13	89	
3258	4	13	6	4	76	47	195	
3259	4	3	6	4	30	45	35	
3260	4	3	6	4	30	42	35	
3261	4	3	6	4	30	3	89	
3262	3	3	21	50	27	109	35	
3263	13	26	5	3	218	53	12	
3264	74	7	16	7	13	19	52	
3265	13	26	5	3	156	53	12	
3266	13	7	16	2	13	19	52	
3267	74	26	5	3	2	53	12	
3268	13	26	5	3	2	53	12	
3269	2	5	5	9	7	64	5	
3270	2	2	158	9	217	6	5	
3271	4	8	21	19	27	32	22	
3272	70	7	8	4	7	13	8	
3273	80	3	159	4	31	45	1	
3274	55	5	5	2	2	6	261	
3275	2	13	21	1	7	11	249	
3276	74	3	6	2	224	4	275	
3277	170	85	10	34	50	74	5	
3278	24	8	6	166	31	112	20	
3279	134	31	146	164	76	55	216	
