ST	dnaA	fusA	gyrB	leuS	pyrG	rplB	rpoB	clonal_complex
3158	710	320	572	714	666	11	18	
3159	711	508	748	520	658	338	479	
3160	712	15	752	920	166	232	491	
3161	713	516	761	668	421	350	154	
3162	714	145	757	890	676	218	147	
3163	715	2	343	133	51	355	14	
3164	716	25	96	902	340	353	93	
3165	717	25	96	720	546	160	93	
3166	718	519	764	921	241	8	80	
3167	719	15	102	104	668	11	133	
3168	720	14	24	349	183	11	317	
3169	721	14	43	52	27	18	21	
3170	722	173	293	153	680	11	15	
3171	723	16	25	97	674	9	15	
3172	724	15	293	905	671	11	15	
3173	725	14	289	914	294	11	15	
3174	726	98	755	900	660	171	217	
3175	727	14	749	191	102	11	15	
3176	728	3	52	37	23	16	3	
3177	729	515	760	903	686	349	154	
3178	730	25	168	892	502	14	93	
3179	8	9	6	9	9	6	490	
3180	80	38	633	899	683	12	26	
3181	86	25	759	594	401	14	93	
3182	9	4	763	6	11	4	6	
3183	9	89	18	915	39	4	151	
3184	94	208	298	417	315	351	177	
3185	98	39	92	112	108	352	26	
3186	74	529	20	205	45	8	32	
3187	325	98	768	923	693	68	494	
3188	43	3	58	36	23	16	34	
3189	100	4	14	6	42	30	123	
3190	169	44	156	86	198	1	1	
3191	91	20	148	44	45	4	32	
3192	15	2	94	26	55	2	14	
3193	192	44	65	168	193	1	1	
3194	71	3	774	924	694	60	17	
3195	731	2	174	925	51	2	14	
3196	538	155	611	743	558	103	495	
3197	82	530	93	567	695	360	141	
3198	471	43	776	927	696	61	67	
3199	4	4	14	6	39	4	497	
3200	59	9	12	434	67	6	6	
3201	732	24	180	35	3	16	19	
3202	733	532	61	165	153	1	119	
3203	303	197	777	616	296	136	196	
3204	114	40	12	928	67	6	6	
3205	59	9	778	929	697	6	215	
3206	7	8	5	7	15	361	7	
3207	734	18	779	199	212	8	499	
3208	203	18	216	930	34	8	122	
3209	4	4	780	6	11	4	6	
3210	177	162	22	931	34	8	165	
3211	73	107	65	86	153	270	500	
3212	169	533	156	168	275	36	1	
3213	735	43	416	378	698	362	67	
3214	164	534	781	295	34	8	501	
3215	4	531	775	926	39	4	496	
3216	13	2	45	194	51	363	14	
3217	736	535	782	932	699	364	68	
3218	645	29	750	933	499	365	18	
3219	18	2	41	22	566	2	13	
3220	15	2	474	106	2	2	14	
3221	737	368	783	934	700	11	18	
3222	59	40	12	115	701	6	6	
3223	738	265	784	935	702	185	272	
3224	13	2	382	297	51	44	14	
3225	739	81	785	936	230	8	29	
3226	359	202	603	185	302	366	203	
3227	740	4	14	61	37	4	9	
3228	741	4	569	697	37	4	498	
3229	588	536	786	937	703	11	68	
3230	742	145	246	938	229	94	147	
3231	74	20	19	44	704	4	32	
3232	80	25	435	359	49	12	20	
3233	15	2	343	2	634	2	14	
3234	52	20	19	44	64	4	32	
3235	193	4	203	125	11	4	6	
3236	411	77	767	940	49	12	26	
3237	49	69	787	45	64	4	32	
3238	59	40	788	9	67	6	6	
3239	588	537	789	714	705	11	18	
3240	41	3	191	37	3	16	114	
3241	757	6	9	115	106	40	6	
3242	466	81	482	390	599	8	243	
3243	11	4	4	13	39	4	502	
3244	8	9	6	9	9	367	8	
3245	255	166	280	313	255	11	516	
3246	471	216	776	947	348	26	12	
3247	4	4	4	42	78	4	6	
3248	9	4	14	61	89	4	517	
3249	707	27	71	57	468	12	20	
3250	169	44	329	86	1	36	90	
3251	171	51	190	913	362	269	113	
3252	758	18	646	573	126	8	302	
3253	51	4	14	6	11	30	6	
3254	52	540	148	44	45	4	32	
3255	112	162	377	154	30	213	28	
3256	323	196	67	72	49	12	26	
3257	501	110	512	622	126	8	29	
3258	37	57	35	283	725	371	20	
3259	11	4	4	40	187	4	25	
3260	127	25	92	90	49	12	20	
3261	192	44	158	180	406	77	1	
3262	150	92	341	218	318	22	99	
3263	759	15	800	957	420	384	428	
3264	36	25	92	92	726	12	20	
3265	760	18	801	786	729	8	28	
3266	30	18	38	29	34	8	122	
3267	120	27	37	316	288	12	409	
3268	68	8	75	44	45	34	35	
3269	447	68	108	649	727	260	177	
3270	203	110	306	189	212	8	28	
3271	36	26	803	206	49	12	172	
3272	761	15	802	958	452	11	58	
3273	767	176	808	488	443	182	176	
3274	642	202	603	959	302	170	101	
3275	762	216	804	960	728	385	518	
3276	764	39	312	57	434	12	20	
3277	763	262	806	565	130	183	129	
3278	765	178	549	962	731	106	519	
3279	766	546	440	963	182	387	230	
3280	112	18	674	789	30	8	29	
3281	68	548	75	63	65	34	6	
3282	475	109	332	498	464	390	203	
3283	769	110	42	966	126	8	29	
3284	36	26	807	49	50	12	20	
3285	229	15	810	773	294	11	15	
3286	98	39	92	112	733	12	26	
3287	770	254	522	967	199	68	109	
3288	4	37	4	6	42	4	520	
3289	771	261	527	499	466	186	197	
3290	36	180	302	968	49	12	190	
3291	501	18	512	64	732	8	29	
3292	183	400	196	52	734	11	15	
3293	768	68	809	394	315	11	198	
3294	760	18	641	390	241	90	521	
3295	772	1	158	214	1	22	1	
3296	318	560	814	964	306	370	177	
3297	13	58	229	978	51	2	14	
3298	36	25	37	359	434	12	193	
3299	23	15	23	16	28	389	11	
3300	2	217	239	270	51	2	14	
3301	779	25	49	30	49	21	20	
3302	404	298	65	86	383	391	1	
3303	150	374	795	145	205	22	99	
3304	449	4	14	262	11	300	25	
3305	4	4	14	6	37	4	6	
3306	1	1	61	73	740	77	1	
3307	1	1	61	579	742	1	1	
3308	244	25	31	254	204	104	528	
3309	782	25	817	981	100	278	93	
3310	58	4	68	69	37	4	6	
3311	58	37	818	6	42	4	25	
3312	14	2	2	560	51	2	14	
3313	22	15	221	980	47	65	11	
3314	15	565	819	922	110	2	14	
3315	710	320	619	589	438	223	148	
3316	780	564	650	894	741	11	526	
3317	202	18	480	32	30	8	527	
3318	10	35	20	44	45	4	6	
3319	11	4	4	40	39	4	25	
3320	781	3	66	266	3	16	17	
3321	4	50	4	6	240	4	25	
3322	41	3	51	35	335	16	17	
3323	8	9	6	9	9	6	525	
3324	783	2	45	982	55	2	14	
3325	4	4	14	4	39	4	25	
3326	37	299	35	216	49	12	26	
3327	94	588	827	368	315	122	177	
3328	327	208	828	394	315	149	218	
3329	94	68	108	423	743	157	234	
3330	511	68	526	629	103	250	177	
3331	318	68	794	629	708	370	177	
3332	447	387	829	649	332	260	218	
3333	94	68	108	423	743	157	218	
3334	94	68	298	423	743	157	218	
3335	127	39	35	696	748	12	26	
3336	230	108	269	985	227	14	93	
3337	791	165	830	986	749	394	542	
3338	588	80	619	987	518	223	52	
3339	27	14	625	191	268	11	15	
3340	22	15	39	15	46	11	543	
3341	792	589	831	988	230	8	28	
3342	150	92	195	251	750	22	99	
3343	94	588	743	394	315	122	218	
3344	73	107	65	989	153	22	1	
3345	735	30	416	984	122	61	533	
3346	178	4	4	990	92	4	6	
3347	49	20	19	44	90	395	32	
3348	343	196	219	206	752	12	20	
3349	169	44	156	86	153	1	1	
3350	794	14	235	991	286	196	16	
3351	795	8	75	63	65	34	35	
3352	271	175	833	329	753	120	174	
3353	15	217	126	2	2	2	14	
3354	682	43	117	993	130	362	12	
3355	52	20	9	45	754	4	6	
3356	41	3	66	82	19	60	19	
3357	36	25	834	283	49	12	26	
3358	125	21	197	44	755	4	544	
3359	471	325	28	421	113	61	106	
3360	69	43	28	378	122	61	106	
3361	793	590	832	195	751	6	200	
3362	22	15	102	104	101	11	545	
3363	13	2	40	2	55	2	14	
3364	11	4	4	6	72	4	6	
3365	37	27	35	317	49	12	26	
3366	4	4	4	994	37	4	6	
3367	796	176	825	488	756	121	176	
3368	53	35	835	44	45	4	6	
3369	4	4	4	6	39	4	546	
3370	13	2	378	133	51	2	14	
3371	51	4	14	305	11	4	6	
3372	319	14	837	998	760	10	58	
3373	797	113	371	195	358	6	55	
3374	225	56	386	116	757	4	547	
3375	486	44	836	995	758	36	1	
3376	225	56	93	996	759	209	548	
3377	52	21	20	997	45	4	6	
3378	6	591	4	992	39	4	6	
3379	74	20	74	44	45	12	32	
3380	4	4	4	85	11	30	124	
3381	454	592	482	107	761	8	549	
3382	52	593	20	44	45	4	6	
3383	90	21	19	44	45	49	32	
3384	152	15	102	104	118	11	71	
3385	59	9	12	9	242	37	6	
3386	4	4	14	4	225	4	531	
3387	247	18	512	909	34	8	29	
3388	475	202	518	498	157	390	203	
3389	192	48	329	858	329	36	1	
3390	4	22	13	6	39	4	6	
3391	51	4	14	125	11	4	6	
3392	4	4	4	6	39	4	138	
3393	4	552	4	6	37	4	9	
3394	74	21	9	44	764	12	6	
3395	799	202	415	376	464	170	101	
3396	4	4	4	62	59	397	6	
3397	800	39	71	92	49	12	20	
3398	24	15	838	999	22	11	15	
3399	1	375	839	86	765	22	550	
3400	13	209	370	286	2	2	14	
3401	150	374	795	251	205	22	99	
3402	192	107	65	86	206	36	1	
3403	59	40	790	172	67	6	6	
3404	801	25	840	1000	100	14	93	
3405	727	14	749	1001	102	11	15	
3406	229	14	235	1002	98	11	16	
3407	802	111	841	1003	766	398	551	
3408	13	594	44	408	2	2	14	
3409	803	27	842	1004	767	104	27	
