ST	adk	fumC	gyrB	icd	mdh	purA	recA	clonal_complex
3266	6	4	4	1	24	13	14	
3267	31	276	83	140	1	5	2	
3268	4	26	2	363	5	5	19	
3269	6	438	5	1	8	16	2	
3270	6	11	4	8	8	8	6	
3271	224	11	4	12	8	8	86	
3272	10	7	4	8	12	8	194	
3273	10	7	285	8	12	35	2	
3274	10	11	125	8	7	8	2	
3275	56	63	33	18	99	8	6	
3276	13	437	13	362	17	14	15	
3277	10	11	315	347	8	238	2	
3278	6	23	12	16	9	8	7	
3279	6	95	3	18	24	7	14	
3280	6	31	5	28	1	182	2	
3281	10	11	4	361	8	8	2	
3282	6	196	4	30	8	18	2	
3283	36	24	9	37	17	11	26	
3284	99	6	162	33	24	8	7	
3285	6	6	15	10	20	23	6	
3286	4	99	5	91	8	7	2	
3287	6	7	5	1	8	184	2	
3288	6	7	5	1	8	8	2	
3289	10	4	33	16	11	8	6	
3290	36	442	9	13	16	11	240	
3291	13	40	320	13	23	28	30	
3292	36	24	47	13	17	11	25	
3293	29	443	8	12	15	2	2	
3294	6	4	12	366	9	7	12	
3295	16	4	325	16	9	7	7	
3296	163	394	85	189	280	275	225	
3297	10	11	78	1	59	8	2	
3298	112	11	4	8	8	8	86	
3299	6	4	14	29	24	8	2	
3300	4	431	2	25	5	5	19	
3301	27	4	78	29	7	158	7	
3302	6	4	4	16	5	8	104	
3303	13	21	13	22	18	14	25	
3304	13	108	10	14	30	272	10	
3305	13	39	19	13	23	28	109	
3306	13	39	19	37	17	25	10	
3307	13	43	10	13	16	10	25	
3308	36	44	10	13	30	10	25	
3309	6	11	95	104	266	8	2	
3310	6	4	14	1	8	62	7	
3311	56	260	225	291	80	1	204	
3312	88	103	19	365	23	44	26	
3313	8	6	1	8	8	8	6	
3315	10	11	4	8	8	8	44	
3316	6	6	324	26	7	274	14	
3317	6	7	57	1	8	8	243	
3318	10	99	5	364	8	8	2	
3320	6	4	3	18	11	8	236	
3321	9	6	312	131	24	8	7	
3322	9	11	33	131	24	8	7	
3323	9	19	5	18	11	1	14	
3324	136	27	4	8	8	18	2	
3325	9	6	33	357	24	8	7	
3326	87	4	231	285	1	187	138	
3327	6	4	3	18	1	8	2	
3328	313	4	14	1	20	62	7	
3329	6	40	47	13	36	28	29	
3330	9	11	4	131	24	8	2	
3331	6	11	4	1	8	8	2	
3332	6	175	33	131	24	8	7	
3333	6	11	4	10	8	8	6	
3334	314	11	4	8	8	8	194	
3335	6	11	313	8	8	8	2	
3336	10	175	33	131	24	8	7	
3337	10	11	315	8	8	8	2	
3338	64	11	4	12	8	8	2	
3339	10	11	4	358	274	8	42	
3340	46	428	314	29	275	1	196	
3341	4	26	4	10	7	8	6	
3342	92	4	4	10	7	8	6	
3343	35	37	4	10	7	8	6	
3345	64	7	1	369	8	8	6	
3346	20	45	207	370	17	50	4	
3347	51	48	45	47	34	277	37	
3348	51	48	45	266	284	279	37	
3350	323	11	4	8	8	8	2	
3351	10	11	4	8	283	8	2	
3352	13	13	9	371	16	10	9	
3353	99	446	33	33	24	8	7	
3354	38	39	10	372	17	11	244	
3355	27	447	167	29	7	146	7	
3356	96	448	13	100	23	28	66	
3357	6	4	12	138	285	13	7	
3358	242	313	329	269	216	17	204	
3359	6	4	12	1	288	12	245	
3360	9	449	5	18	11	122	14	
3361	36	450	9	13	17	11	25	
3362	10	11	330	8	8	8	2	
3363	49	4	44	368	11	8	7	
3365	87	19	32	1	9	8	6	
3366	76	43	19	13	20	44	25	
3367	13	96	10	13	16	82	25	
3368	92	4	87	96	91	58	2	
3369	83	136	110	197	80	1	2	
3370	21	35	27	197	5	8	4	
3371	13	147	19	13	17	10	2	
3372	64	11	5	8	7	8	41	
3373	43	35	15	18	11	7	6	
3374	21	41	27	6	5	5	4	
3375	6	6	15	16	11	26	2	
3376	101	88	97	25	26	79	2	
3377	6	6	3	225	9	73	7	
3378	85	88	78	29	55	50	62	
3379	92	4	87	96	70	85	91	
3380	58	53	53	58	1	1	42	
3381	6	445	326	12	282	178	247	
3383	37	38	19	37	17	11	29	
3384	92	4	87	96	70	58	19	
3385	35	37	29	25	4	5	4	
3386	37	38	19	37	17	11	19	
3387	85	88	78	29	59	48	10	
3388	14	14	10	200	17	7	62	
3389	21	35	27	6	5	5	2	
3390	21	35	27	6	5	5	73	
3391	6	4	33	1	20	12	73	
3392	4	26	2	25	5	5	26	
3393	53	40	47	13	103	28	26	
3394	232	7	1	1	8	8	6	
3395	53	40	47	13	36	28	1	
3396	64	11	4	8	8	237	2	
3397	51	48	220	47	34	42	37	
3398	64	11	57	1	7	18	6	
3399	92	4	87	96	70	58	29	
3400	6	6	14	21	9	7	249	
3402	8	4	4	8	8	18	6	
3403	43	41	15	90	11	1	6	
3404	6	11	5	8	7	1	2	
3405	325	65	5	1	9	8	6	
3406	6	8	5	1	22	8	7	
3407	13	40	13	13	24	25	66	
3408	13	39	19	22	17	14	15	
3411	9	6	10	131	24	8	7	
3412	9	11	33	18	11	8	6	
3413	9	440	64	18	11	8	6	
3414	41	6	14	16	11	8	7	
3415	9	440	33	18	11	8	219	
3416	6	436	4	138	22	8	7	
3417	6	4	319	1	22	8	7	
3418	6	4	4	1	281	8	7	
3419	6	4	4	367	22	8	7	
3420	314	4	4	1	22	8	7	
3422	6	31	5	378	1	1	2	
3423	53	40	47	13	5	28	4	
3424	76	43	19	37	17	10	96	
3425	53	40	47	13	36	12	29	
3426	13	13	9	13	16	28	9	
3427	21	35	27	6	5	7	4	
3428	9	6	15	56	11	11	6	
3429	4	26	2	25	5	28	19	
3430	14	14	10	200	17	5	10	
3431	43	41	15	21	11	7	6	
3432	37	38	47	37	17	11	26	
3433	14	14	10	14	17	5	74	
3434	4	26	2	25	5	42	19	
3435	177	24	9	13	17	28	25	
3436	18	106	17	6	5	12	4	
3437	36	35	27	6	5	5	4	
3438	4	24	9	13	17	5	25	
3439	36	24	9	37	17	11	25	
3440	4	26	2	25	5	11	19	
3441	53	32	24	29	26	19	22	
3442	13	14	19	36	23	19	10	
3443	13	40	47	13	36	11	29	
3444	76	24	9	13	17	28	25	
3445	76	43	30	37	17	11	96	
3446	36	24	9	13	17	10	25	
3447	9	65	5	1	9	28	6	
3448	13	14	19	36	23	13	10	
3449	27	32	24	29	26	11	22	
3450	53	40	47	13	36	19	29	
3451	13	14	19	36	23	11	74	
3452	37	43	19	37	17	25	25	
3453	21	40	19	13	36	28	30	
3454	13	11	4	8	8	8	2	
3455	13	35	27	6	5	5	4	
3456	10	24	9	13	17	11	25	
3457	21	24	9	13	17	8	25	
3458	36	4	12	1	20	18	7	
3459	36	14	10	14	17	7	74	
3460	14	40	47	13	36	28	29	
3461	36	38	19	37	17	8	26	
3462	53	43	9	36	30	44	25	
3463	37	6	33	33	24	8	7	
3464	99	11	4	8	36	8	2	
3465	36	14	19	36	23	11	10	
3466	10	43	19	13	17	44	25	
3467	36	7	57	1	8	8	2	
3468	21	37	29	25	4	5	73	
3469	35	36	264	87	67	16	4	
3470	34	40	47	13	36	28	29	
3471	53	35	27	6	5	5	4	
3472	6	26	2	25	5	5	19	
3473	21	103	19	36	23	44	26	
3474	14	103	19	36	23	25	26	
3475	306	40	47	13	36	28	29	
3476	10	11	4	8	291	8	2	
3477	13	14	19	136	23	11	10	
3478	10	11	4	373	8	8	2	
3479	35	451	29	25	4	8	73	
3480	35	37	29	9	4	8	73	
3481	8	99	5	91	8	7	2	
3482	6	7	1	8	8	13	6	
3483	53	40	47	13	17	28	29	
3484	10	11	4	1	179	8	2	
3485	9	175	33	131	24	8	2	
3486	101	4	12	1	20	18	7	
3487	21	88	262	281	59	215	196	
3488	277	35	27	6	5	5	4	
3489	136	7	4	8	8	8	2	
3490	8	7	5	220	248	79	2	
3491	6	4	14	16	24	79	14	
3492	101	88	97	108	26	8	2	
3493	35	37	281	25	4	5	142	
3494	6	6	15	56	11	8	6	
3495	6	4	12	1	293	18	126	
3496	35	37	29	382	4	8	73	
3497	6	4	12	1	131	13	7	
3498	6	11	4	10	290	8	6	
3499	43	4	12	1	20	12	7	
3500	40	40	19	13	36	28	30	
3501	6	95	15	18	11	8	6	
3502	232	27	5	10	12	8	2	
3503	6	126	33	16	11	8	6	
3504	23	11	95	104	8	7	6	
3505	6	6	27	6	5	5	4	
3506	12	12	8	380	15	2	2	
3507	327	52	19	37	16	289	25	
3508	15	460	190	13	296	30	96	
3509	35	22	52	27	5	2	218	
3510	40	40	13	13	23	25	66	
3511	35	37	29	25	4	35	73	
3512	21	35	4	10	7	8	6	
3513	56	4	4	10	7	8	6	
3514	10	11	4	10	7	8	6	
3515	53	40	4	10	7	8	6	
3517	14	14	4	10	7	8	6	
3518	43	40	4	18	7	8	6	
3519	6	8	32	159	9	23	7	
3520	9	4	22	1	24	13	156	
3521	35	26	250	232	130	138	4	
3522	127	291	60	264	166	5	99	
3523	112	11	5	12	294	8	86	
3524	12	23	155	12	15	1	17	
3525	10	11	5	1	7	8	2	
3526	43	41	15	12	11	7	6	
3527	10	27	4	1	8	8	164	
3528	6	4	15	8	9	26	7	
3529	10	11	4	18	8	8	2	
3530	6	4	313	10	20	18	7	
3531	10	11	4	8	8	8	253	
3532	10	4	4	12	8	8	2	
3534	35	153	22	49	37	41	191	
3535	10	423	4	8	8	8	2	
3536	57	458	1	109	7	8	6	
3537	10	457	5	10	12	1	2	
3538	64	35	188	83	161	8	6	
3539	6	11	5	26	20	8	14	
3540	53	218	47	13	36	28	29	
3541	277	8	3	16	9	8	6	
3542	289	4	5	1	8	8	6	
3543	23	40	41	27	37	16	19	
3544	9	11	4	8	8	8	2	
3545	10	11	4	8	8	8	254	
3546	10	11	57	8	8	8	20	
3547	10	6	33	131	24	8	7	
3548	83	90	74	385	159	2	64	
3549	214	30	5	16	9	8	7	
3550	9	23	339	18	9	8	6	
3551	6	4	12	17	20	18	7	
3552	112	459	5	12	8	8	86	
3553	10	11	304	8	8	8	2	
3554	92	4	87	96	70	58	128	
3555	101	88	97	108	26	79	19	
3556	6	4	33	16	11	8	156	
3557	21	35	27	322	5	8	4	
3558	6	6	32	26	9	8	2	
3559	9	19	32	1	11	8	6	
3560	21	35	61	387	5	5	4	
3561	6	4	33	1	11	8	6	
3562	20	45	41	43	297	32	2	
3563	53	40	341	13	36	28	29	
3564	6	4	12	1	20	290	7	
3565	53	40	47	13	36	28	255	
3566	329	13	9	13	16	10	9	
3567	6	4	12	388	20	12	7	
3568	175	410	184	206	150	147	130	
3570	6	4	12	1	9	281	7	
3572	10	11	4	8	8	8	246	
3573	54	66	17	27	286	4	4	
3574	6	41	33	16	9	8	6	
3575	6	6	33	16	7	23	7	
3576	6	29	32	16	9	8	2	
3577	83	34	342	286	112	1	17	
3578	83	192	343	12	159	153	157	
3579	6	4	345	18	7	7	6	
3580	6	65	344	1	11	13	6	
3581	9	65	346	1	9	5	6	
3582	231	4	347	11	1	16	7	
3583	6	4	324	1	20	12	7	
3585	330	51	22	6	130	5	181	
3586	64	461	5	83	8	8	256	
3587	80	12	54	10	1	35	257	
3588	6	65	6	140	196	291	165	
3589	6	462	348	9	9	292	7	
3590	12	186	136	168	126	1	258	
3591	80	463	6	194	24	5	17	
3592	80	463	6	194	24	2	17	
3593	6	4	12	1	20	293	7	
3594	9	23	5	1	9	8	6	
3595	112	11	5	12	8	88	86	
3596	10	11	4	8	298	8	2	
3598	6	4	4	8	8	13	2	
3599	10	11	4	16	24	8	14	
3600	6	19	4	16	9	8	7	
3601	76	39	10	13	17	25	28	
3602	6	6	32	136	11	7	6	
3603	225	445	221	54	159	33	2	
3604	137	19	15	1	7	193	7	
3605	53	86	22	13	8	8	29	
3606	6	29	5	18	11	12	2	
3607	6	95	32	18	9	7	14	
3608	10	7	4	8	12	295	2	
3609	10	11	4	8	8	8	260	
3610	10	373	5	8	8	7	2	
3611	21	467	27	6	5	5	4	
3612	83	306	245	8	42	1	2	
3613	51	468	220	266	235	42	37	
3614	54	160	83	6	37	16	4	
3615	76	14	10	119	30	25	93	
3616	13	21	210	391	17	36	15	
3617	13	39	9	392	16	10	261	
3618	13	43	9	36	30	296	25	
3619	333	39	19	37	16	14	9	
3621	207	389	260	393	301	297	2	
3622	13	469	10	394	17	298	264	
3623	6	83	7	13	51	2	60	
3624	6	65	225	8	9	1	165	
3625	6	4	14	395	20	62	7	
3626	4	52	10	14	17	25	17	
3627	13	26	39	25	5	31	19	
3628	10	11	351	8	8	8	2	
3629	6	7	57	396	8	8	2	
3630	6	11	5	1	7	8	6	
3631	6	11	5	348	7	8	6	
3632	55	38	19	37	17	11	265	
3633	6	470	7	140	1	175	2	
3634	6	11	5	348	7	8	267	
3637	46	442	314	29	275	1	196	
3638	13	43	49	119	16	64	25	
3639	122	35	157	342	5	16	4	
3640	6	23	3	16	9	8	6	
3641	35	439	131	49	5	16	4	
3642	10	27	5	10	12	8	6	
3644	13	24	9	36	1	11	10	
3645	13	24	9	36	16	1	25	
3646	13	24	9	36	23	11	10	
3647	13	43	10	13	30	14	9	
3648	36	24	84	13	17	30	25	
3649	88	24	49	16	17	11	91	
3650	76	13	190	16	17	30	25	
3652	10	471	4	140	12	8	2	
3653	274	65	1	229	8	8	6	
3654	8	3	174	6	45	5	191	
3655	22	95	33	18	9	8	14	
3656	10	11	125	38	8	250	86	
3657	10	27	5	10	12	250	9	
3658	10	11	4	8	8	60	2	
3659	10	11	4	343	58	211	2	
3660	8	7	1	8	8	250	2	
3661	10	11	4	8	8	250	2	
3662	109	65	5	10	8	13	14	
3663	35	218	2	397	5	5	19	
3664	37	38	29	37	17	11	26	
3665	92	4	87	96	70	58	9	
3666	4	26	322	312	5	8	19	
3667	56	23	3	16	9	8	6	
3668	6	19	32	26	11	8	2	
3669	36	24	9	13	13	17	25	
3670	6	4	4	16	24	2	14	
3671	13	96	49	13	2	11	36	
3672	76	13	190	13	17	30	25	
3673	334	40	47	13	36	28	28	
3674	6	4	3	18	7	7	14	
3675	6	4	5	16	195	8	6	
3676	6	4	32	16	9	7	6	
3677	6	19	32	26	11	44	2	
3678	225	4	33	18	9	8	14	
3679	14	14	4	14	200	7	10	
3680	53	11	5	13	36	8	29	
3681	6	23	3	317	9	7	7	
3682	6	6	4	10	20	23	6	
3683	6	11	4	9	11	18	7	
3684	6	4	355	18	24	5	14	
3685	6	4	12	16	20	12	7	
3686	9	65	5	26	9	13	6	
3688	6	29	12	26	9	8	7	
3689	100	46	7	10	20	3	7	
3690	10	11	4	399	7	8	2	
3691	6	29	12	1	9	8	2	
3692	52	473	356	324	304	284	145	
3693	76	43	50	37	17	1	25	
3694	335	474	57	399	7	8	2	
3695	9	19	5	18	11	122	14	
3696	8	11	4	8	7	8	2	
3697	66	11	4	8	298	78	2	
3698	10	7	57	1	8	8	2	
3699	13	475	49	13	17	64	268	
3700	18	22	357	400	5	16	4	
3701	336	11	4	10	7	8	6	
3703	15	15	10	15	305	11	11	
3704	10	11	4	8	306	8	2	
3705	36	24	9	13	17	299	25	
3706	53	40	47	13	17	11	29	
3707	6	19	15	16	9	5	44	
3708	232	459	4	39	8	27	2	
3709	56	11	4	299	8	78	2	
3710	232	68	347	223	8	8	6	
3711	85	88	78	29	59	300	62	
3712	6	65	32	401	9	8	2	
3713	85	88	78	29	59	301	62	
3714	6	4	14	402	24	8	14	
3716	64	23	358	91	307	8	2	
3717	6	4	4	16	308	8	6	
3718	9	8	5	1	309	8	7	
3719	53	40	47	13	36	214	166	
3720	337	477	359	403	40	40	270	
3721	6	150	12	1	20	193	3	
3722	13	38	19	13	23	24	122	
3723	13	39	9	22	238	37	26	
3724	53	40	360	13	36	28	29	
3725	112	11	361	12	8	8	86	
3726	8	23	1	8	8	8	6	
3727	51	48	328	287	34	278	37	
3728	57	11	4	109	7	8	2	
3729	4	26	5	25	5	5	19	
3730	53	40	27	13	36	28	29	
3731	9	23	64	18	11	19	6	
3732	4	26	4	25	5	5	19	
3733	4	26	2	25	5	58	19	
3734	10	11	4	8	8	25	2	
3735	13	96	10	13	17	25	2	
3736	34	36	39	25	67	16	73	
3737	6	4	15	8	11	8	6	
3738	92	4	87	96	70	58	7	
3739	35	38	19	37	17	11	26	
3740	18	106	17	6	5	5	10	
3741	6	6	3	231	9	8	73	
3742	10	11	27	8	8	8	2	
3743	6	4	33	16	11	8	2	
3744	10	11	4	12	8	7	2	
3745	8	11	5	1	7	18	2	
3746	53	479	5	18	36	8	6	
3747	51	48	45	139	235	42	37	
3748	6	133	12	1	9	2	7	
3749	6	133	5	26	7	8	14	
3750	127	6	5	9	9	8	2	
3751	87	480	26	58	310	178	2	
3752	83	481	362	404	311	16	181	
3753	6	4	33	16	11	18	6	
3754	10	133	4	8	8	13	73	
3755	66	11	4	223	8	8	2	
3756	127	24	4	299	8	8	2	
3757	332	11	331	299	8	8	2	
3759	6	29	14	16	24	13	2	
3760	132	170	298	207	116	206	106	
3761	132	393	134	144	110	66	103	
3762	132	394	134	144	110	66	102	
3763	132	399	91	189	68	301	76	
3764	6	482	4	10	7	8	6	
3765	6	4	4	16	312	8	14	
3766	10	11	4	405	8	8	87	
3767	6	8	12	16	313	18	2	
3768	9	483	15	56	11	26	6	
3769	6	484	4	10	7	147	6	
3770	6	484	4	10	7	8	6	
3771	6	29	5	26	24	1	271	
3772	6	6	4	406	9	18	272	
3773	6	4	4	406	43	18	6	
3774	12	485	363	140	310	1	216	
3775	10	6	69	9	314	18	6	
3776	6	4	54	44	112	1	17	
3777	6	31	5	28	105	1	2	
3778	20	486	41	43	5	32	2	
3779	83	23	136	407	24	2	2	
3780	6	11	4	8	8	274	2	
3781	6	31	4	28	1	1	236	
3782	64	196	188	83	24	8	6	
3832	6	4	14	16	24	8	263	
3833	6	4	33	18	9	8	14	
3834	6	11	33	1	11	8	41	
3835	10	4	4	411	8	13	73	
3836	20	45	297	43	5	50	46	
3837	6	95	32	18	11	8	6	
3838	163	393	258	273	73	208	75	
3839	6	45	41	43	5	32	2	
3840	339	445	221	54	324	303	2	
3841	35	37	41	25	4	5	73	
3842	4	26	39	25	5	5	19	
3843	20	45	2	43	5	32	2	
3844	9	23	64	18	9	255	6	
3845	6	23	3	16	11	7	7	
3846	40	38	84	13	17	68	34	
3847	64	7	1	8	8	222	6	
3848	6	40	57	13	9	8	173	
3849	1	4	44	9	11	1	7	
3850	6	4	60	1	11	2	2	
3851	6	11	315	10	7	8	6	
3852	10	11	70	8	8	13	2	
3853	9	4	4	16	24	8	7	
3854	6	5	4	8	8	18	2	
3855	6	11	15	9	63	5	7	
3856	10	7	5	8	8	8	2	
3857	9	6	162	131	24	8	7	
3858	9	6	33	131	9	8	7	
3859	1	51	22	6	130	5	181	
3860	10	11	5	10	12	8	2	
3861	8	7	1	8	20	7	6	
3862	16	4	15	102	9	73	6	
3863	6	6	3	231	9	8	7	
3864	6	4	33	1	131	12	7	
3865	53	40	47	13	36	37	29	
3866	56	6	15	16	11	239	2	
3867	34	36	29	87	67	16	4	
3868	92	4	87	96	70	58	62	
3869	6	88	14	29	9	8	14	
3870	6	4	325	1	20	12	7	
3871	10	7	5	1	8	18	2	
3873	6	29	368	16	11	8	44	
3874	62	372	17	31	5	160	4	
3875	4	19	3	26	11	8	6	
3876	10	11	4	8	8	13	128	
3877	10	11	369	8	8	8	2	
3878	53	40	47	208	36	28	29	
3879	122	11	125	12	96	8	11	
3880	6	6	12	16	7	13	2	
3881	6	494	14	18	7	7	6	
3882	9	495	22	16	9	8	2	
3883	6	11	355	9	11	18	7	
3884	6	6	5	88	9	8	7	
3885	6	29	5	26	24	8	275	
3886	6	6	5	10	304	23	6	
3888	57	497	1	245	7	8	2	
3889	6	7	57	8	8	18	2	
3890	10	11	4	1	8	250	2	
3891	9	8	12	138	9	12	6	
3892	6	11	4	8	8	306	2	
3894	288	11	1	399	12	8	2	
3895	23	95	4	88	7	7	7	
3896	10	7	5	8	8	2	2	
3897	10	7	4	8	12	8	7	
3898	9	65	100	1	9	13	6	
3899	10	27	5	92	12	8	2	
3900	112	11	5	12	8	103	86	
3901	85	88	78	29	59	8	62	
3902	136	7	4	8	179	8	2	
3903	24	11	4	8	327	8	2	
3904	27	32	5	29	26	19	22	
3905	76	67	19	108	5	50	4	
3906	97	40	192	13	23	28	142	
3907	1	25	7	140	1	175	2	
3908	21	35	61	52	5	5	206	
3909	13	40	19	13	23	28	122	
3910	52	403	76	324	35	40	278	
3911	6	6	5	416	9	8	6	
3912	6	500	4	85	7	73	6	
3913	6	6	5	9	7	18	7	
3914	9	6	5	18	9	8	6	
3915	5	501	33	26	11	8	6	
3916	343	502	32	417	328	309	2	
3917	6	6	14	9	9	13	6	
3918	6	19	4	88	43	8	7	
3919	6	4	22	16	9	18	2	
3920	9	8	5	8	11	8	7	
3921	6	4	12	231	9	8	7	
3922	343	502	32	417	329	309	2	
3923	6	504	12	9	22	18	7	
3924	6	23	5	231	9	18	6	
3927	14	14	47	14	17	7	10	
3928	21	35	28	6	5	5	4	
3929	154	187	321	52	130	129	4	
3930	6	58	54	54	1	2	279	
3931	6	11	4	8	331	78	2	
3932	6	11	4	223	8	8	2	
3933	261	506	372	31	5	5	4	
3936	8	508	4	8	8	8	2	
3937	6	509	4	8	8	8	2	
3938	52	510	4	419	224	310	281	
3939	6	4	4	420	24	8	14	
3940	112	11	5	421	8	8	6	
3941	6	511	4	10	7	8	6	
3942	10	7	4	422	12	8	7	
3943	6	95	4	21	9	8	44	
3944	10	11	4	8	179	8	2	
3945	80	95	3	18	11	8	156	
3946	10	11	47	8	8	266	165	
3947	340	499	371	423	326	308	277	
3948	53	40	47	13	36	10	29	
3949	20	45	41	43	6	32	2	
3950	20	45	4	43	250	32	170	
3951	20	45	41	43	8	32	2	
3952	20	45	41	43	5	16	2	
3953	56	4	14	16	24	8	14	
3954	56	4	12	1	20	13	44	
3955	6	4	12	10	8	13	126	
3956	6	7	5	10	8	18	2	
3957	6	4	4	16	8	8	6	
3958	6	4	10	16	8	14	14	
3959	6	4	12	1	12	13	44	
3960	6	4	12	43	42	8	14	
3961	6	4	12	1	91	13	126	
3962	6	4	75	16	24	8	14	
3963	6	4	75	16	175	2	14	
3964	6	72	194	16	24	8	14	
3965	6	72	4	8	8	8	14	
3966	6	4	4	16	8	8	156	
3967	6	4	12	1	12	13	7	
3968	6	72	14	16	8	8	7	
3969	55	38	10	237	8	11	26	
3970	34	36	39	87	5	16	39	
3971	34	36	39	87	166	16	4	
3972	55	38	19	237	8	11	26	
3973	55	38	19	237	31	11	26	
3974	20	45	41	43	43	32	2	
3975	6	11	4	8	8	18	170	
3976	232	174	4	8	8	222	2	
3977	6	11	4	10	12	8	6	
3978	9	65	5	237	43	13	6	
3979	63	41	15	26	11	8	6	
3980	9	65	4	88	13	13	6	
3981	20	23	32	88	9	26	201	
3982	9	4	33	348	194	209	7	
3983	34	45	39	43	96	16	4	
3984	10	7	5	8	8	8	14	
3985	56	514	4	8	8	8	170	
3986	56	514	4	8	20	8	2	
3987	6	514	4	8	8	8	2	
3988	347	513	71	141	112	1	2	
3989	347	513	71	141	27	1	2	
3990	347	513	4	141	27	1	2	
3991	6	4	14	16	24	8	2	
3992	9	65	5	1	43	13	173	
3993	6	12	4	1	20	12	7	
3994	10	11	4	8	8	313	2	
3995	6	4	375	16	24	8	14	
3997	10	11	4	8	20	8	7	
3998	6	29	22	1	11	8	7	
3999	52	403	55	424	333	40	38	
4000	20	515	41	43	5	32	2	
4001	6	6	15	131	11	26	6	
4002	6	4	12	388	9	12	7	
4003	6	29	5	151	11	8	41	
4005	113	108	5	83	8	8	6	
4006	92	4	87	96	70	58	14	
4007	290	54	55	352	334	40	38	
4009	13	39	9	13	17	11	26	
4010	76	13	190	425	17	30	25	
4011	13	39	377	36	30	14	82	
4012	8	517	1	8	8	8	6	
4013	10	11	125	426	7	8	2	
4014	43	41	378	18	11	7	6	
4015	348	11	125	8	7	8	2	
4016	57	11	1	109	7	8	227	
4017	6	6	5	427	9	13	98	
4018	58	53	12	58	24	1	42	
4019	13	14	19	428	17	14	203	
4020	57	88	4	109	7	315	2	
4021	6	29	5	18	11	8	185	
4022	88	469	292	36	55	31	6	
4023	33	7	2	31	5	16	19	
4024	6	11	4	16	24	8	14	
4025	6	6	32	136	11	8	6	
4027	9	23	33	18	335	8	6	
4028	64	153	188	83	7	5	6	
4030	92	459	5	283	70	1	2	
4031	81	291	4	6	5	24	6	
4032	112	11	5	356	8	8	86	
4033	10	4	33	8	8	16	73	
4035	6	23	5	16	9	8	7	
4036	6	4	3	18	11	26	2	
4037	126	160	131	6	5	16	99	
4038	6	19	3	18	9	8	156	
4039	13	40	93	13	23	25	66	
4040	34	36	249	25	28	16	4	
4041	10	40	4	8	8	13	73	
4042	350	43	9	36	30	44	25	
4043	349	38	19	37	17	11	26	
4044	6	19	3	430	11	8	6	
4045	20	45	41	431	5	32	2	
4046	6	518	4	10	7	8	173	
4048	6	31	8	24	1	8	2	
4049	6	520	32	26	9	8	2	
4050	10	199	4	8	8	8	2	
4051	6	11	4	435	7	8	6	
4052	6	6	5	9	7	73	7	
4053	6	6	5	9	9	73	7	
4054	6	4	4	16	336	8	14	
4055	10	6	4	8	8	8	2	
4057	4	26	2	25	336	5	19	
4058	6	4	5	16	9	319	7	
4059	6	4	69	11	20	193	7	
4060	76	24	244	89	17	8	79	
4061	6	4	5	7	7	7	6	
4063	6	4	12	16	9	8	7	
4064	109	65	5	1	9	26	14	
4065	142	14	383	13	30	115	13	
4066	13	24	384	22	17	10	2	
4068	29	522	8	12	15	2	2	
4069	15	15	13	437	91	11	25	
4070	13	43	10	20	339	37	287	
4071	6	19	15	16	9	7	7	
4072	78	27	3	10	12	8	2	
4073	109	65	5	1	9	7	14	
4074	13	18	13	20	18	14	13	
4075	76	24	49	36	16	37	25	
4076	12	519	136	432	1	1	17	
4077	76	43	50	37	17	1	17	
4078	38	52	30	13	17	11	28	
4079	13	39	9	36	238	82	25	
4080	351	90	54	54	1	35	151	
4081	6	23	5	16	24	18	7	
4082	6	11	4	8	78	8	2	
4083	14	14	19	14	17	7	10	
4084	6	523	14	16	24	8	14	
4085	10	7	5	8	8	35	2	
4086	137	8	15	1	24	8	7	
4087	10	11	57	8	7	8	6	
4088	6	4	3	26	7	8	2	
4089	8	7	4	8	8	18	2	
4090	6	4	5	18	11	320	14	
4091	6	4	4	16	340	8	14	
4092	6	526	4	16	24	8	14	
4093	6	7	386	1	8	8	2	
4094	6	524	4	16	43	8	6	
4095	6	525	3	26	7	8	2	
4096	10	11	4	8	8	321	2	
4097	21	35	27	6	5	16	4	
4099	37	496	19	37	17	11	26	
4100	18	106	17	412	5	5	4	
4101	86	24	19	46	23	94	36	
4102	13	43	10	440	17	37	25	
4103	356	531	387	441	56	322	63	
4104	51	48	45	442	34	279	37	
4105	51	48	45	266	34	42	37	
4106	6	38	266	97	70	24	2	
4107	10	11	4	8	8	13	243	
4108	6	4	12	1	293	18	7	
4109	13	40	13	13	23	311	66	
4110	13	40	19	13	36	312	30	
4111	35	231	29	25	4	5	73	
4112	4	26	2	25	88	5	19	
4113	13	13	9	13	88	10	9	
4114	1	352	87	96	70	58	189	
4115	76	38	9	13	17	11	25	
4116	6	159	1	95	69	8	7	
4117	21	35	115	6	88	151	4	
4118	35	35	22	49	37	41	191	
4119	13	533	13	22	17	14	15	
4120	8	7	1	1	8	8	6	
4121	10	27	5	10	96	8	2	
4122	6	4	348	1	9	2	7	
4123	197	376	55	18	35	40	145	
4124	52	535	55	101	113	40	38	
4125	6	536	83	28	1	1	2	
4126	28	14	10	14	341	94	92	
4127	6	4	32	16	11	8	44	
4128	6	4	12	1	1	13	7	
4129	46	26	208	1	5	16	4	
4130	36	24	10	37	17	10	25	
4131	6	31	32	28	1	1	2	
4132	6	29	41	16	11	8	44	
