ST	abcZ	adk	aroE	fumC	gdh	pdhC	pgm	clonal_complex
625	81	47	100	98	81	83	88	ST-624 complex (lactamica)
626	81	49	100	97	81	83	88	ST-624 complex (lactamica)
627	82	47	96	102	86	46	88	
628	82	47	96	102	81	46	88	ST-624 complex (lactamica)
629	82	47	96	102	81	99	88	
630	82	50	96	102	81	46	88	
631	83	37	87	45	90	46	85	
632	83	37	87	45	90	84	93	
633	83	43	43	45	93	85	40	
634	83	43	43	45	99	85	40	
635	83	47	97	94	81	46	88	ST-624 complex (lactamica)
636	83	47	100	94	81	46	88	ST-624 complex (lactamica)
637	83	47	54	94	81	46	88	ST-624 complex (lactamica)
638	83	50	87	45	90	46	94	
639	8	10	5	9	6	3	8	ST-32 complex
640	84	49	48	50	92	46	45	ST-640 complex (lactamica)
641	84	49	48	50	85	46	90	ST-640 complex (lactamica)
642	88	43	39	45	88	42	37	ST-1494 complex (lactamica)
643	88	43	39	100	65	50	37	ST-1494 complex (lactamica)
644	88	59	39	45	94	42	102	ST-1494 complex (lactamica)
645	91	46	102	89	91	82	82	ST-595 complex (lactamica)
646	84	43	48	50	92	46	45	ST-640 complex (lactamica)
647	12	5	26	5	5	21	20	
648	4	10	5	4	29	3	2	ST-32 complex
649	2	2	2	26	26	65	53	
650	25	10	18	9	8	102	9	ST-376 complex
651	6	5	53	3	74	8	80	
652	13	6	52	13	3	11	9	ST-364 complex
653	8	5	25	35	5	21	21	
654	8	3	4	3	14	5	6	ST-11 complex
655	2	3	4	3	6	4	6	ST-11 complex
656	1	1	2	1	3	2	116	ST-5 complex
657	10	16	121	5	9	6	9	ST-41/44 complex
658	2	3	4	3	8	110	20	ST-11 complex
659	7	8	10	19	10	38	2	ST-18 complex
660	7	8	10	26	4	1	15	ST-18 complex
661	4	10	130	26	6	3	8	ST-32 complex
662	25	10	18	9	8	6	109	ST-376 complex
663	6	3	86	25	22	18	75	
664	1	3	9	36	44	6	9	
665	1	4	6	40	5	18	2	ST-103 complex
666	1	5	18	3	41	24	9	ST-292 complex
667	1	69	18	3	8	15	9	ST-292 complex
668	2	2	9	36	17	106	51	
669	2	2	9	36	9	6	51	
670	2	2	9	7	9	6	51	
671	2	2	31	119	13	21	16	ST-231 complex
672	2	3	117	3	8	4	6	ST-11 complex
673	2	16	12	9	3	40	7	ST-254 complex
674	2	18	6	17	106	6	2	
675	3	20	12	17	8	15	21	
676	4	10	2	5	8	122	9	ST-269 complex
677	6	5	9	1	26	6	32	
678	6	6	9	1	26	6	110	
679	6	6	9	1	26	116	32	
680	6	7	4	56	16	21	8	ST-175 complex
681	8	6	6	68	26	17	10	ST-549 complex
682	8	6	6	17	26	68	2	ST-549 complex
683	8	6	6	68	26	6	2	ST-549 complex
684	8	16	9	56	3	11	17	
685	8	16	88	9	3	24	3	
686	9	2	6	17	50	95	2	
687	9	3	9	9	9	6	9	ST-41/44 complex
688	9	3	73	26	11	65	53	
689	9	3	118	26	8	24	9	
690	9	6	9	16	9	6	18	ST-41/44 complex
691	9	6	9	9	3	6	9	ST-41/44 complex
692	10	7	4	35	8	18	2	ST-92 complex
693	11	5	18	56	5	24	10	ST-22 complex
694	11	6	18	16	5	24	2	
695	12	2	4	8	13	21	8	ST-231 complex
696	12	2	4	8	13	21	78	ST-231 complex
697	12	2	15	5	58	21	27	ST-37 complex
698	12	18	112	110	58	109	27	
699	12	27	6	112	8	11	9	ST-226 complex
700	12	27	6	113	8	18	9	ST-226 complex
701	12	27	73	3	24	18	9	ST-226 complex
702	12	27	124	3	8	18	9	ST-226 complex
703	12	60	107	5	26	61	16	
704	16	2	9	36	40	6	21	
705	20	6	52	58	5	11	2	
706	20	18	111	5	3	11	111	
707	21	5	9	35	8	13	62	ST-4240/6688 complex
708	21	18	52	37	5	101	9	
709	23	5	9	17	13	32	8	
710	25	3	18	9	9	6	17	ST-376 complex
711	25	5	4	21	8	13	9	
712	25	5	18	16	16	18	9	
713	25	5	18	9	112	68	18	
714	25	10	111	9	8	6	9	ST-376 complex
715	25	10	126	21	8	13	9	ST-376 complex
716	46	20	4	7	109	20	8	
717	46	20	25	7	58	18	2	
718	63	17	25	1	11	21	2	
719	92	29	4	13	8	87	28	
720	94	8	10	26	10	1	16	ST-18 complex
721	97	6	9	9	9	6	9	ST-41/44 complex
722	98	7	15	5	107	8	10	
723	99	6	9	5	7	6	9	ST-41/44 complex
724	2	20	35	17	5	15	17	
725	11	5	18	26	9	24	8	ST-22 complex
726	11	18	6	37	8	92	20	
727	13	5	62	40	3	8	9	
728	1	5	18	40	59	13	9	ST-292 complex
729	12	2	4	4	13	21	16	ST-231 complex
730	8	16	15	11	3	21	7	ST-254 complex
731	8	7	6	124	26	78	2	ST-549 complex
732	1	2	6	13	58	108	20	
733	2	67	4	3	8	4	6	ST-11 complex
734	3	5	15	37	8	18	32	ST-92 complex
735	3	7	4	91	8	18	2	ST-92 complex
736	4	10	2	121	8	11	9	ST-269 complex
737	7	8	10	26	10	107	9	ST-18 complex
738	8	30	6	1	5	17	2	ST-549 complex
739	9	5	16	25	5	119	18	
740	9	6	48	13	9	6	2	ST-41/44 complex
741	10	5	18	9	11	81	17	ST-23 complex
742	12	31	6	39	9	22	8	
743	12	31	4	39	9	22	8	
744	25	5	116	9	8	18	9	ST-376 complex
745	25	5	18	16	108	18	18	
746	25	10	18	21	8	13	58	ST-376 complex
747	25	10	18	9	8	118	74	ST-376 complex
748	110	20	15	5	26	120	17	
749	8	10	77	4	6	3	8	ST-32 complex
750	2	5	2	9	15	20	5	ST-750 complex
751	10	3	15	7	8	41	6	ST-181 complex
752	1	5	5	53	26	41	3	ST-162 complex
753	1	5	13	53	26	41	9	ST-162 complex
754	1	5	13	53	126	41	3	ST-162 complex
755	1	5	13	17	26	41	3	ST-162 complex
756	1	5	18	17	26	41	3	ST-162 complex
757	1	6	9	9	9	6	3	ST-41/44 complex
758	1	10	4	32	21	13	8	ST-116 complex
759	1	77	50	9	35	6	9	
760	2	2	7	2	8	5	2	ST-8 complex
761	2	3	143	3	8	4	6	ST-11 complex
762	2	5	6	40	16	18	8	ST-167 complex
763	2	5	6	8	9	18	8	ST-167 complex
764	2	5	9	76	8	19	15	ST-4240/6688 complex
765	2	5	12	35	3	18	7	ST-254 complex
766	2	7	6	17	9	18	8	ST-167 complex
767	2	7	6	9	16	9	8	ST-167 complex
768	2	7	6	17	16	6	8	ST-167 complex
769	2	7	6	9	8	9	8	ST-167 complex
770	2	7	151	17	16	18	8	ST-167 complex
771	2	16	2	11	3	60	9	ST-254 complex
772	2	16	12	17	3	60	7	ST-254 complex
773	2	16	12	11	3	60	10	ST-254 complex
774	2	16	12	137	123	22	6	
775	2	16	12	72	124	22	6	
776	3	5	9	5	9	22	9	ST-41/44 complex
777	3	6	9	60	9	137	9	ST-41/44 complex
778	3	6	9	5	9	22	17	ST-41/44 complex
779	3	6	9	60	9	6	74	ST-41/44 complex
780	3	6	9	60	9	31	9	ST-41/44 complex
781	3	6	12	5	9	22	9	ST-41/44 complex
782	3	6	134	5	9	6	9	ST-41/44 complex
783	3	6	138	5	9	6	9	ST-41/44 complex
784	3	7	4	37	8	18	120	ST-92 complex
785	3	7	4	37	122	18	21	ST-92 complex
786	3	7	150	37	8	18	21	ST-92 complex
787	3	7	152	17	9	6	9	ST-41/44 complex
788	3	76	9	5	9	6	9	ST-41/44 complex
789	4	2	11	110	58	10	62	
790	4	5	11	18	6	10	12	ST-35 complex
791	4	5	135	7	121	11	21	
792	4	5	147	9	120	11	21	
793	4	6	2	26	8	11	20	
794	4	6	2	17	8	11	20	
795	4	6	2	26	15	11	20	
796	4	7	18	3	119	11	21	
797	4	10	2	9	8	124	20	ST-269 complex
798	4	10	2	55	8	11	20	ST-269 complex
799	4	10	2	17	3	11	20	
800	4	10	5	4	6	3	9	ST-32 complex
801	4	10	5	134	6	3	8	ST-32 complex
802	4	10	5	5	6	3	8	ST-32 complex
803	4	10	5	17	6	3	8	ST-32 complex
804	4	10	9	40	8	11	13	ST-269 complex
805	4	10	9	55	8	11	113	ST-269 complex
806	4	10	11	18	6	10	129	ST-35 complex
807	4	10	11	18	125	10	12	ST-35 complex
808	4	10	11	17	118	10	12	ST-35 complex
809	4	10	11	8	6	10	12	ST-35 complex
810	4	10	11	18	61	10	12	ST-35 complex
811	4	10	17	18	6	10	12	ST-35 complex
812	4	10	18	18	6	10	12	ST-35 complex
813	4	10	47	117	6	2	12	ST-35 complex
814	4	10	73	17	11	2	9	
815	4	10	136	17	5	10	12	ST-35 complex
816	4	10	148	55	8	11	20	ST-269 complex
817	4	16	2	17	8	11	20	
818	4	20	4	56	58	113	12	
819	4	35	135	15	5	11	21	
820	4	35	135	7	5	11	21	
821	4	78	15	132	120	11	21	
822	5	4	17	15	14	125	12	ST-198 complex
823	5	4	17	15	30	7	12	ST-198 complex
824	5	4	17	15	30	114	12	ST-198 complex
825	5	4	38	15	8	40	13	ST-1136 complex
826	5	10	2	21	8	124	20	
827	5	79	17	15	14	133	12	ST-198 complex
828	6	2	4	3	21	132	8	
829	6	5	9	39	50	115	16	
830	6	5	9	39	50	112	16	
831	6	5	15	17	21	115	10	
832	6	5	19	8	11	24	22	ST-22 complex
833	6	6	9	9	9	6	17	ST-41/44 complex
834	6	6	9	32	72	6	17	
835	6	6	9	9	72	6	17	ST-41/44 complex
836	6	6	9	5	9	6	17	ST-41/44 complex
837	6	6	9	9	8	6	17	ST-41/44 complex
838	6	6	63	9	9	18	9	ST-41/44 complex
839	6	6	63	9	9	11	9	ST-41/44 complex
840	6	7	6	17	26	21	8	ST-167 complex
841	6	10	9	39	50	112	16	
842	6	10	9	9	72	6	17	
843	6	16	141	16	3	18	9	
844	6	26	34	13	5	24	17	ST-174 complex
845	6	41	108	15	9	6	9	
846	6	41	108	118	9	3	9	
847	6	41	108	118	9	6	9	
848	6	41	108	136	9	6	9	
849	6	72	9	56	26	18	8	ST-175 complex
850	6	72	123	56	26	18	8	ST-175 complex
851	6	75	9	9	72	6	17	
852	6	81	9	9	8	6	17	
853	7	6	4	9	8	6	15	
854	7	8	10	19	8	1	16	ST-18 complex
855	7	8	10	116	10	15	114	ST-18 complex
856	7	8	10	26	116	1	16	ST-18 complex
857	7	8	10	19	10	22	20	ST-18 complex
858	7	8	10	26	10	18	16	ST-18 complex
859	7	16	7	10	3	56	46	ST-178 complex
860	7	16	55	10	26	56	46	ST-178 complex
861	7	16	55	10	3	56	125	ST-178 complex
862	8	4	6	17	11	18	2	ST-103 complex
863	8	5	2	17	9	6	21	
864	8	5	12	40	3	22	20	
865	8	5	15	17	8	21	2	ST-865 complex
866	8	5	19	135	58	18	2	
867	8	5	19	17	3	11	128	ST-60 complex
868	8	5	19	17	3	10	124	ST-60 complex
869	8	5	19	135	58	1	8	
870	8	5	25	35	5	21	16	
871	8	7	6	4	1	18	8	ST-167 complex
872	8	10	5	25	6	38	8	ST-32 complex
873	8	10	5	9	6	38	8	ST-32 complex
874	8	10	11	17	118	10	12	ST-35 complex
875	8	17	25	35	5	21	16	
876	9	5	9	16	72	6	20	
877	9	6	9	9	58	126	9	ST-41/44 complex
878	9	6	9	26	9	6	9	ST-41/44 complex
879	9	6	9	2	26	34	20	
880	9	6	9	9	40	6	9	ST-41/44 complex
881	9	6	45	114	8	11	20	
882	9	6	45	35	8	11	9	
883	9	6	73	133	26	6	9	ST-41/44 complex
884	9	7	6	17	11	18	8	ST-167 complex
885	9	7	6	17	9	18	8	ST-167 complex
886	9	11	9	9	9	6	16	ST-41/44 complex
887	9	11	9	9	9	6	9	ST-41/44 complex
888	9	16	6	17	58	11	44	
889	9	16	79	9	3	20	5	
890	9	26	15	24	18	2	9	
891	9	71	9	9	9	6	9	ST-41/44 complex
892	10	5	15	9	11	9	17	ST-23 complex
893	10	5	18	9	26	9	17	ST-23 complex
894	10	5	18	9	11	13	17	ST-23 complex
895	10	5	19	17	3	26	2	ST-60 complex
896	10	25	7	17	21	26	17	ST-1157 complex
897	10	73	149	8	3	21	115	
898	11	5	9	8	21	24	21	ST-22 complex
899	11	5	18	8	11	24	126	ST-22 complex
900	11	5	18	17	6	24	21	ST-22 complex
901	11	5	18	17	11	21	21	ST-22 complex
902	11	5	18	8	127	24	21	ST-22 complex
903	11	5	18	16	11	24	21	ST-22 complex
904	11	5	19	8	11	24	21	ST-22 complex
905	11	5	19	17	3	26	2	ST-60 complex
906	11	6	9	9	9	6	17	ST-41/44 complex
907	11	6	9	9	9	18	9	ST-41/44 complex
908	11	6	34	9	9	6	9	ST-41/44 complex
909	11	7	18	139	26	15	9	
910	11	7	18	9	26	15	9	
911	11	7	18	9	8	15	9	ST-376 complex
912	11	20	137	17	5	18	21	
913	12	2	19	17	3	26	2	ST-60 complex
914	12	2	56	5	3	136	10	ST-37 complex
915	12	4	2	127	8	11	20	
916	12	5	15	5	58	21	20	ST-37 complex
917	12	5	15	5	5	21	20	ST-37 complex
918	12	5	17	35	60	22	17	ST-461 complex
919	12	5	139	16	8	13	62	
920	12	5	146	17	13	22	21	
921	12	6	9	9	9	11	9	ST-41/44 complex
922	12	6	18	17	9	73	9	
923	12	6	145	8	9	6	9	ST-41/44 complex
924	12	8	10	26	10	1	16	ST-18 complex
925	12	10	2	16	8	11	9	ST-269 complex
926	12	10	9	126	117	11	9	
927	13	3	52	129	3	11	7	ST-364 complex
928	13	3	52	129	3	11	9	ST-364 complex
929	13	3	73	128	11	11	9	ST-364 complex
930	13	5	6	5	3	8	2	ST-334 complex
931	16	2	6	13	17	25	22	ST-53 complex
932	16	2	6	25	17	9	22	ST-53 complex
933	16	5	18	8	11	24	21	ST-22 complex
934	17	5	17	11	3	22	12	
935	17	5	19	17	3	26	58	ST-60 complex
936	17	74	19	17	3	26	2	ST-60 complex
937	20	5	18	21	1	10	20	
938	20	5	63	9	9	11	9	
939	20	5	75	58	1	21	20	
940	20	5	75	17	1	21	20	
941	20	5	142	58	1	22	20	
942	20	5	144	35	8	130	123	
943	20	6	63	40	9	11	9	
944	20	6	63	9	9	11	9	ST-41/44 complex
945	20	6	75	58	1	21	20	
946	20	7	6	25	50	11	2	
947	20	7	9	8	17	127	127	
948	20	7	9	8	9	127	121	
949	25	5	4	21	21	13	9	
950	25	5	4	21	21	6	8	
951	25	5	4	21	21	134	8	
952	25	5	4	37	21	13	8	ST-116 complex
953	25	10	105	21	5	13	8	
954	26	10	4	13	9	22	17	
955	27	6	17	3	9	6	16	
956	27	6	19	3	9	6	16	
957	44	6	9	9	123	6	9	ST-41/44 complex
958	46	2	9	3	26	6	20	
959	46	2	25	5	21	6	96	
960	46	3	13	7	6	41	130	
961	46	3	79	7	63	20	5	
962	46	16	55	10	3	56	46	ST-178 complex
963	57	5	2	35	6	68	20	
964	57	10	2	35	6	68	20	
965	100	9	9	1	6	135	17	
966	101	82	12	35	60	22	17	ST-461 complex
967	102	10	4	32	21	13	8	ST-116 complex
968	103	4	17	15	14	7	12	ST-198 complex
969	111	5	2	7	15	20	5	ST-750 complex
970	112	5	13	53	26	41	3	ST-162 complex
971	113	7	6	17	3	22	10	
972	113	7	6	11	3	22	10	
973	115	6	9	3	9	6	16	ST-41/44 complex
974	117	3	4	115	9	11	16	
975	117	3	4	3	9	6	9	
976	4	10	2	17	8	124	7	
977	4	5	4	5	13	13	9	
978	4	10	15	26	8	11	3	ST-269 complex
979	6	7	4	56	26	72	8	ST-175 complex
980	11	5	6	16	9	24	2	
981	11	5	18	26	5	24	2	ST-22 complex
982	12	5	2	25	6	13	15	
983	12	5	34	5	67	13	17	
984	13	6	52	9	3	11	9	ST-364 complex
985	20	8	75	12	5	91	9	
986	25	10	18	13	5	6	9	ST-376 complex
987	1	7	4	37	8	18	2	ST-92 complex
988	7	8	10	5	10	38	2	ST-18 complex
989	7	68	10	19	7	1	2	ST-18 complex
990	11	5	119	56	5	24	2	
991	11	5	18	13	5	24	2	ST-22 complex
992	11	5	18	17	11	24	3	ST-22 complex
993	3	7	4	24	8	18	8	ST-92 complex
994	1	5	18	3	50	15	9	ST-292 complex
995	1	5	18	3	41	121	9	ST-292 complex
996	2	3	15	40	3	105	9	
997	2	21	2	35	8	13	62	
998	4	10	2	109	8	11	9	ST-269 complex
999	4	10	129	5	8	11	9	ST-269 complex
1000	4	10	11	18	6	11	12	ST-35 complex
1001	7	8	10	26	9	1	16	ST-18 complex
1002	8	4	9	17	13	18	20	ST-103 complex
1003	8	5	9	5	3	11	17	
1004	8	23	9	17	13	18	20	
1005	9	5	6	26	6	8	9	
1006	9	6	4	5	9	6	9	ST-41/44 complex
1007	9	6	4	13	9	6	9	ST-41/44 complex
1008	9	6	9	9	9	6	117	ST-41/44 complex
1009	9	10	9	9	9	6	9	ST-41/44 complex
1010	12	2	4	2	13	21	11	ST-37 complex
1011	12	2	4	8	13	21	16	ST-231 complex
1012	12	2	4	8	13	17	78	
1013	12	5	9	48	6	13	8	ST-116 complex
1014	12	6	9	1	26	6	32	
1015	12	10	5	4	6	3	8	ST-32 complex
1016	13	3	2	9	9	11	9	ST-364 complex
1017	13	3	4	9	3	11	9	ST-364 complex
1018	13	3	52	13	3	11	132	ST-364 complex
1019	20	2	9	131	5	11	9	
1020	21	21	2	35	8	13	17	
1021	25	5	18	16	8	38	9	ST-376 complex
1022	74	62	125	47	11	46	53	
1023	104	5	1	17	5	24	53	
1024	109	39	67	111	110	71	133	
1025	2	3	4	3	8	4	2	ST-11 complex
1026	2	3	4	3	8	4	7	ST-11 complex
1027	2	3	4	55	8	4	6	ST-11 complex
1028	3	6	9	2	9	6	9	ST-41/44 complex
1029	6	6	9	21	9	73	9	ST-41/44 complex
1030	8	5	12	21	3	22	7	
1031	13	5	15	9	3	8	18	ST-334 complex
1032	13	5	27	9	3	8	18	ST-334 complex
1033	14	2	120	9	3	8	18	ST-334 complex
1034	14	5	120	9	3	8	18	ST-334 complex
1035	25	5	4	17	21	13	9	
1036	2	2	31	9	13	21	16	ST-231 complex
1037	2	29	2	17	8	65	137	
1038	9	6	95	25	70	6	62	
1039	13	5	73	40	3	8	18	ST-334 complex
1040	21	18	6	9	5	15	9	
1041	9	6	9	9	9	22	9	ST-41/44 complex
1042	12	27	6	3	104	18	9	ST-226 complex
1043	13	3	15	40	3	64	9	ST-364 complex
1044	13	3	111	40	9	21	15	
1045	25	10	110	9	8	6	9	ST-376 complex
1046	46	20	6	7	5	21	8	
1047	46	30	4	130	3	13	8	
1048	108	5	18	3	41	15	9	ST-292 complex
1049	4	10	15	17	8	11	9	ST-269 complex
1050	4	10	5	113	6	3	8	ST-32 complex
1051	7	16	10	17	10	1	2	ST-18 complex
1052	8	5	19	17	11	24	54	
1053	28	6	9	9	9	6	74	ST-41/44 complex
1054	12	5	139	17	8	13	62	
1055	2	3	4	3	8	6	6	ST-11 complex
1056	2	16	12	5	8	39	7	ST-254 complex
1057	6	5	18	17	5	24	16	ST-174 complex
1058	2	3	7	3	8	5	2	ST-8 complex
1059	8	4	6	13	5	18	2	ST-103 complex
1060	6	5	34	13	73	24	17	ST-174 complex
1061	27	5	18	8	11	24	21	ST-22 complex
1062	10	5	18	8	11	9	17	ST-23 complex
1063	10	5	18	14	11	156	17	ST-23 complex
1064	6	7	4	141	26	18	8	ST-175 complex
1065	11	5	18	15	11	24	2	ST-22 complex
1066	11	5	18	8	6	24	21	ST-22 complex
1067	7	6	6	5	26	137	15	
1068	57	37	48	45	9	44	40	
1069	21	21	2	35	6	141	62	
1070	8	30	6	9	8	17	2	ST-549 complex
1071	12	2	9	8	13	21	78	ST-231 complex
1072	3	2	4	38	8	18	8	ST-92 complex
1073	9	5	6	9	6	8	18	ST-334 complex
1074	11	5	18	56	5	24	9	ST-22 complex
1075	9	6	9	143	9	6	10	ST-41/44 complex
1076	11	5	18	17	11	24	135	ST-22 complex
1077	8	30	6	2	5	17	10	
1078	9	6	6	5	111	8	9	
1079	12	5	6	5	58	24	9	
1080	13	3	111	40	3	5	15	
1081	4	10	75	17	8	11	2	ST-269 complex
1082	107	16	18	56	3	24	131	
1083	79	5	7	35	113	13	77	
1084	57	18	2	9	6	68	12	
1085	25	10	34	122	5	18	9	
1086	9	6	70	70	9	6	9	ST-41/44 complex
1087	8	16	4	4	10	24	27	ST-106 complex
1088	6	8	10	17	10	1	16	ST-18 complex
1089	4	10	15	142	8	11	9	ST-269 complex
1090	3	6	153	5	9	6	9	ST-41/44 complex
1091	3	6	155	5	9	6	9	ST-41/44 complex
1092	4	10	6	9	8	11	9	ST-269 complex
1093	6	3	154	17	26	21	2	
1094	2	3	7	90	8	5	2	ST-8 complex
1095	4	10	15	9	8	11	6	ST-269 complex
1096	4	10	5	26	6	3	8	ST-32 complex
1097	9	20	9	9	9	6	2	ST-41/44 complex
1098	8	83	5	4	5	3	8	ST-32 complex
1099	119	5	9	3	9	6	16	
1100	4	10	12	4	6	3	8	ST-32 complex
1101	11	5	18	8	129	24	21	ST-22 complex
1102	7	8	10	19	10	143	2	ST-18 complex
1103	1	6	50	9	35	6	9	ST-41/44 complex
1104	10	73	149	15	8	138	12	
1105	11	5	158	17	11	24	21	ST-22 complex
1106	11	5	18	8	11	144	21	ST-22 complex
1107	114	4	17	15	14	7	140	ST-198 complex
1108	116	6	9	9	9	24	17	ST-41/44 complex
1109	117	80	4	115	9	11	17	
1110	12	26	140	24	132	2	122	
1111	12	10	10	72	8	21	139	
1112	120	5	7	17	5	24	17	ST-174 complex
1113	121	5	18	16	11	24	21	ST-22 complex
1114	16	2	159	39	77	25	22	ST-1117 complex
1115	16	2	6	13	17	25	20	ST-53 complex
1116	16	2	12	92	77	25	112	ST-1117 complex
1117	16	2	159	92	77	25	112	ST-1117 complex
1118	16	2	6	2	17	25	22	ST-53 complex
1119	16	2	159	92	77	25	2	ST-1117 complex
1120	2	41	2	19	6	22	120	
1121	2	7	6	17	9	18	3	ST-167 complex
1122	2	16	12	138	3	146	17	ST-254 complex
1123	2	7	6	17	131	18	8	ST-167 complex
1124	2	16	13	17	9	18	8	ST-167 complex
1125	25	10	122	21	8	111	9	ST-376 complex
1126	25	6	9	145	9	11	9	ST-41/44 complex
1127	3	6	9	9	9	22	9	ST-41/44 complex
1128	3	6	18	5	79	6	20	ST-41/44 complex
1129	3	7	4	9	122	18	21	ST-92 complex
1130	4	10	5	4	3	3	8	ST-32 complex
1131	4	10	156	4	6	3	8	ST-32 complex
1132	4	10	11	18	14	145	12	ST-35 complex
1133	4	10	11	27	118	10	12	ST-35 complex
1134	4	5	157	9	5	38	120	
1135	5	4	18	9	72	6	17	
1136	5	4	38	15	22	40	13	ST-1136 complex
1137	6	6	9	39	50	112	16	
1138	6	41	108	15	3	6	9	
1139	75	6	83	9	9	6	138	ST-41/44 complex
1140	8	5	6	17	5	18	2	ST-103 complex
1141	9	6	9	2	9	6	141	ST-41/44 complex
1142	9	6	45	35	8	131	9	
1143	9	6	9	9	3	126	9	ST-41/44 complex
1144	9	2	9	36	47	21	20	
1145	3	2	9	5	9	6	9	ST-41/44 complex
1146	8	5	19	135	58	1	2	
1147	12	27	124	3	8	147	9	ST-226 complex
1148	8	10	5	4	6	148	8	ST-32 complex
1149	2	3	4	53	8	4	6	ST-11 complex
1150	12	5	4	5	5	21	20	
1151	2	3	15	3	8	110	20	ST-11 complex
1152	83	37	48	123	8	44	40	
1153	3	6	9	5	63	6	9	ST-41/44 complex
1154	17	5	9	17	3	26	2	ST-60 complex
1155	17	5	19	90	3	26	2	ST-60 complex
1156	4	10	2	5	38	11	16	
1157	8	25	7	17	21	26	49	ST-1157 complex
1158	11	5	18	15	11	24	21	ST-22 complex
1159	4	10	2	5	38	11	1	
1160	2	3	160	3	8	4	6	ST-11 complex
1161	4	10	34	5	38	11	9	ST-269 complex
1162	15	3	133	13	8	19	15	
1163	4	10	2	5	3	11	9	ST-269 complex
1164	42	2	46	24	6	20	17	ST-282 complex
1165	7	85	1	13	36	53	15	ST-213 complex
1166	122	6	9	17	9	6	16	ST-41/44 complex
1167	4	10	161	9	6	21	3	
1168	10	10	9	9	9	6	2	ST-41/44 complex
1169	12	6	9	9	9	9	9	ST-41/44 complex
1170	80	45	128	100	115	123	56	
1171	6	6	9	1	26	6	58	
1172	9	6	9	37	9	6	9	ST-41/44 complex
1173	74	70	7	45	11	46	134	
1174	12	27	6	5	6	117	136	
1175	8	6	7	120	5	63	17	
1176	9	30	6	144	6	8	17	
1177	9	6	9	9	3	37	9	ST-41/44 complex
1178	55	36	6	77	66	66	81	
1179	59	39	67	78	110	71	65	
1180	74	37	68	79	47	46	40	ST-1540 complex (lactamica)
1181	4	37	48	45	9	46	40	
1182	61	32	36	66	21	69	66	
1183	72	56	36	66	5	69	63	
1184	46	20	4	7	58	20	8	
1185	73	37	35	45	26	46	40	
1186	7	16	55	10	26	56	142	ST-178 complex
1187	10	23	18	14	11	9	17	ST-23 complex
1188	13	3	34	14	3	11	2	ST-364 complex
1189	2	4	4	3	8	4	6	ST-11 complex
1190	2	3	4	3	8	4	12	ST-11 complex
1191	81	47	103	98	133	46	88	ST-624 complex (lactamica)
1192	118	6	9	5	11	6	9	ST-41/44 complex
1193	2	5	15	17	5	24	16	
1194	3	6	34	5	11	6	9	ST-41/44 complex
1195	4	10	15	9	8	5	9	ST-269 complex
1196	16	6	34	5	11	6	9	ST-41/44 complex
1197	4	10	11	9	6	6	12	ST-35 complex
1198	2	7	6	24	16	18	8	ST-167 complex
1199	7	5	1	13	13	18	15	ST-213 complex
1200	10	6	9	5	79	6	9	ST-41/44 complex
1201	82	47	96	98	81	123	88	ST-624 complex (lactamica)
1202	80	51	68	94	93	46	107	
1203	88	43	39	45	134	42	37	ST-1494 complex (lactamica)
1204	88	84	39	45	81	42	37	ST-1494 complex (lactamica)
1205	82	47	96	102	136	46	88	
1206	29	51	42	94	93	46	40	
1207	83	65	48	45	135	44	143	
1208	81	47	98	98	81	46	88	ST-624 complex (lactamica)
1209	40	53	54	45	173	50	43	
1210	3	3	7	17	8	5	2	ST-8 complex
1211	83	43	39	100	65	42	56	ST-1494 complex (lactamica)
1212	2	7	6	31	16	18	8	ST-167 complex
1213	27	6	9	9	9	6	16	ST-41/44 complex
1214	2	10	15	9	8	11	17	ST-269 complex
1215	4	10	15	9	5	11	16	ST-269 complex
1216	12	2	9	9	9	6	10	ST-41/44 complex
1217	8	5	12	13	6	22	17	ST-461 complex
1218	7	5	1	13	36	18	15	ST-213 complex
1219	8	7	6	17	9	152	8	ST-167 complex
1220	2	18	15	55	24	11	10	
1221	11	5	9	17	11	24	21	ST-22 complex
1222	1	5	18	59	11	8	17	ST-23 complex
1223	8	5	18	9	11	9	17	ST-23 complex
1224	11	5	18	8	78	24	21	ST-22 complex
1225	12	16	34	17	6	38	17	
1226	11	5	18	8	8	24	21	ST-22 complex
1227	11	5	2	8	11	24	21	ST-22 complex
1228	9	6	15	9	9	6	18	ST-41/44 complex
1229	8	2	9	24	26	20	18	ST-212 complex
1230	7	16	6	25	3	56	13	ST-178 complex
1231	12	2	2	26	3	4	16	
1232	8	5	6	17	8	6	8	ST-865 complex
1233	3	6	9	21	9	6	9	ST-41/44 complex
1234	12	3	2	8	3	21	16	
1235	2	3	7	2	34	41	2	ST-8 complex
1236	2	3	4	3	8	26	6	ST-11 complex
1237	2	3	4	15	8	4	6	ST-11 complex
1238	10	6	9	5	9	11	9	ST-41/44 complex
1239	17	5	19	17	3	4	2	ST-60 complex
1240	1	5	13	53	26	11	3	ST-162 complex
1241	20	3	163	93	6	10	77	
1242	1	5	13	53	26	4	3	ST-162 complex
1243	17	5	19	17	11	26	2	ST-60 complex
1244	10	5	18	9	11	9	30	ST-23 complex
1245	4	10	15	9	8	4	17	ST-269 complex
1246	2	3	4	3	8	5	6	ST-11 complex
1247	4	10	15	17	8	41	17	ST-269 complex
