ST	acsA	aroE	guaA	mutL	nuoD	ppsA	trpE	clonal_complex
3165	6	10	65	5	3	13	9	
3166	16	5	26	3	4	4	26	
3167	16	5	5	3	3	12	26	
3168	27	58	65	5	1	7	5	
3169	40	5	30	61	1	7	263	
3170	173	5	5	223	3	13	9	
3171	11	5	1	7	3	56	264	
3172	11	5	1	7	9	4	262	
3173	6	5	36	222	4	30	2	
3174	6	5	11	3	4	3	1	
3175	5	291	25	88	1	1	42	
3176	28	5	11	77	73	12	10	
3177	28	5	11	77	1	12	92	
3178	28	10	12	3	3	4	185	
3179	39	5	36	3	4	29	2	
3180	40	22	1	11	4	13	7	
3181	41	5	1	7	11	4	112	
3182	217	8	182	6	8	11	40	
3183	5	1	65	224	10	7	23	
3184	218	8	183	6	8	11	40	
3185	219	27	28	221	123	13	7	
3186	220	5	7	11	3	4	68	
3187	11	293	6	3	4	4	19	
3188	17	14	11	11	1	15	1	
3189	222	12	95	3	13	172	84	
3190	15	288	186	3	4	6	2	
3191	29	1	79	28	129	173	124	
3192	11	134	11	3	4	174	7	
3193	223	11	57	33	1	6	26	
3194	9	13	3	6	64	33	266	
3195	67	2	5	3	73	18	19	
3196	15	5	11	226	1	4	7	
3197	17	5	5	225	4	4	3	
3198	87	148	15	35	53	109	177	
3199	13	8	9	3	1	6	227	
3200	14	8	9	3	1	6	10	
3201	13	8	9	3	1	6	10	
3202	16	3	20	5	4	7	10	
3203	11	10	11	72	3	10	10	
3204	1	5	11	3	4	10	10	
3205	11	288	6	3	4	38	3	
3206	111	30	64	3	126	24	55	
3207	13	8	9	3	1	6	2	
3208	28	5	36	3	3	171	7	
3209	32	54	26	5	1	33	40	
3210	11	5	5	11	3	170	18	
3211	28	5	26	3	15	28	10	
3212	28	10	5	3	58	15	3	
3213	16	20	6	34	4	18	19	
3214	16	5	12	11	2	6	12	
3215	11	5	7	11	3	4	14	
3216	18	8	5	67	1	40	13	
3217	17	134	12	3	4	1	18	
3218	89	30	31	78	48	24	19	
3219	20	30	42	26	119	122	32	
3220	27	16	57	5	1	7	5	
3221	17	5	1	5	3	15	14	
3222	17	10	129	5	4	175	19	
3223	224	58	109	6	1	1	267	
3224	16	5	91	29	4	4	268	
3225	16	5	5	6	52	91	7	
3226	39	5	20	16	1	6	13	
3227	15	5	11	72	4	15	14	
3228	84	3	20	71	4	13	1	
3229	11	4	11	5	4	4	113	
3230	6	5	11	3	4	33	14	
3231	16	295	83	11	4	13	7	
3232	29	8	36	228	1	6	3	
3233	87	34	114	37	86	91	170	
3234	11	5	1	7	9	176	7	
3235	18	4	57	18	13	6	47	
3236	32	8	60	3	1	101	11	
3237	83	5	30	218	4	31	41	
3238	16	5	30	11	45	31	41	
3239	82	91	3	13	1	2	4	
3240	17	5	5	4	45	4	3	
3241	16	5	30	218	45	31	41	
3242	7	5	7	7	45	12	7	
3243	11	5	26	28	3	40	7	
3244	58	106	85	86	60	54	72	
3245	27	67	76	3	1	7	62	
3246	16	3	83	11	4	4	1	
3247	1	5	12	3	2	15	12	
3248	81	67	76	3	1	7	62	
3249	21	143	1	3	4	4	10	
3250	226	5	12	11	11	4	14	
3251	228	8	5	5	1	6	4	
3252	229	5	11	11	3	27	7	
3253	232	5	36	63	4	30	2	
3254	233	5	12	11	4	4	20	
3255	234	5	11	77	3	4	92	
3256	235	4	16	12	1	6	3	
3257	236	108	85	92	76	54	93	
3258	237	5	58	11	4	15	44	
3259	238	5	36	3	3	13	7	
3260	239	8	5	3	5	6	26	
3261	240	5	11	5	2	38	37	
3262	241	5	5	5	50	4	14	
3263	17	136	11	7	1	32	1	
3264	243	296	189	229	4	4	52	
3265	173	22	94	3	1	4	3	
3266	18	11	24	3	12	177	4	
3267	17	5	83	3	4	4	7	
3268	16	5	17	72	4	13	7	
3269	11	5	6	61	3	13	7	
3270	16	135	7	3	44	6	7	
3271	6	5	58	11	3	29	37	
3272	36	27	28	3	1	13	7	
3273	6	5	4	3	2	6	25	
3274	17	5	11	7	2	38	7	
3275	84	3	20	71	4	7	269	
3276	6	297	6	5	4	3	10	
3277	18	4	5	3	64	6	8	
3278	6	5	1	3	4	4	107	
3279	1	5	9	16	3	4	7	
3280	28	122	1	5	3	7	27	
3281	1	5	11	3	4	20	85	
3282	1	5	11	3	4	10	85	
3283	17	289	12	3	14	4	7	
3284	11	5	11	3	4	4	7	
3285	11	298	11	3	4	4	7	
3286	40	299	5	3	4	13	166	
3287	23	5	28	30	14	4	7	
3288	16	5	12	3	1	15	12	
3289	16	5	12	3	2	15	7	
3290	6	5	1	3	4	6	12	
3291	6	28	4	3	3	15	1	
3292	6	5	1	3	4	6	27	
3293	6	5	1	4	4	6	27	
3294	16	5	12	4	2	15	12	
3295	122	5	36	30	3	4	171	
3296	39	6	12	11	3	12	2	
3297	17	5	36	63	27	15	7	
3298	17	5	11	3	4	4	2	
3299	7	22	26	5	3	10	3	
3300	28	5	4	5	4	38	167	
3301	28	5	30	3	4	20	1	
3302	28	5	5	11	27	15	44	
3303	16	4	5	3	1	6	10	
3304	23	5	11	7	1	179	7	
3305	244	10	5	5	11	4	7	
3306	28	20	94	5	1	6	10	
3307	23	143	190	11	3	15	7	
3308	36	5	12	3	4	4	52	
3309	11	5	11	72	3	13	3	
3310	22	135	11	11	4	15	2	
3311	32	8	5	13	1	6	3	
3312	35	208	5	5	52	162	47	
3313	13	4	5	5	12	7	270	
3314	128	144	85	86	130	54	72	
3315	11	5	7	5	4	4	2	
3316	6	5	1	230	1	12	1	
3317	15	5	83	11	4	4	21	
3318	15	24	17	3	1	33	14	
3319	11	5	1	7	9	154	7	
3320	11	5	46	11	4	6	21	
3321	22	130	17	4	2	10	17	
3322	45	34	188	37	53	109	146	
3323	16	5	11	11	4	42	7	
3324	28	5	11	18	4	13	271	
3325	6	24	91	5	4	4	14	
3326	6	10	1	29	27	4	7	
3327	18	4	13	3	1	2	13	
3328	121	4	26	11	52	38	9	
3329	17	5	36	3	4	15	3	
3330	36	5	5	11	85	15	18	
3331	17	5	11	64	4	4	19	
3332	11	5	5	74	2	10	10	
3333	11	5	1	7	131	4	7	
3334	41	187	91	231	4	4	1	
3335	6	300	1	3	4	4	2	
3336	6	301	11	4	3	23	272	
3337	40	5	36	61	2	12	7	
3338	6	4	6	11	3	55	19	
3339	11	3	6	13	3	6	26	
3340	6	5	5	3	4	1	10	
3341	28	5	11	5	4	4	3	
3342	6	5	30	3	3	64	1	
3343	140	30	64	26	28	24	140	
3344	17	14	11	5	1	15	1	
3345	9	1	191	16	1	6	23	
3346	39	5	192	59	1	20	15	
3347	5	302	65	232	1	135	250	
3348	14	5	10	220	4	13	7	
3349	11	5	12	27	3	7	33	
3350	9	8	7	3	3	20	7	
3351	17	5	11	3	3	4	10	
3352	11	20	1	65	4	4	273	
3353	89	303	42	26	48	24	156	
3354	1	3	11	72	1	42	19	
3355	39	5	4	3	3	4	2	
3356	5	8	25	233	10	33	5	
3357	246	8	5	28	132	4	7	
3358	11	5	11	234	3	6	27	
3359	47	50	65	31	1	6	8	
3360	28	14	3	11	1	4	1	
3361	6	145	1	7	3	4	7	
3362	11	5	6	11	73	4	19	
3363	1	136	1	3	3	4	7	
3364	14	5	10	7	4	181	7	
3365	6	5	1	3	4	32	1	
3366	11	5	6	3	4	4	3	
3367	125	5	1	3	3	4	7	
3368	127	14	3	13	1	6	77	
3369	65	112	11	3	1	12	138	
3370	142	1	65	188	10	1	5	
3371	23	5	26	5	4	4	3	
3372	36	199	29	7	4	10	7	
3373	5	208	60	10	1	2	8	
3374	22	304	17	5	2	10	7	
3375	140	191	9	26	133	128	32	
3376	63	3	5	31	13	71	4	
3377	99	259	62	65	45	4	93	
3378	63	3	5	31	13	71	165	
3379	99	89	6	65	45	4	93	
3380	5	4	3	31	13	11	8	
3381	13	8	9	31	13	6	80	
3382	99	89	7	31	13	6	155	
3383	16	5	6	72	3	6	18	
3384	17	8	26	119	3	4	9	
3385	38	11	3	13	1	182	4	
3386	22	3	17	5	2	183	7	
3387	17	252	6	98	2	14	10	
3388	36	5	36	7	1	15	7	
3389	17	22	193	11	3	86	19	
3390	111	30	64	26	134	59	7	
3391	247	305	5	3	1	6	274	
3392	89	30	42	171	135	59	156	
3393	11	2	6	3	4	38	3	
3394	11	5	1	7	4	76	1	
3395	5	146	65	28	1	7	47	
3396	18	8	5	3	1	6	11	
3397	17	20	6	3	4	6	19	
3398	17	3	3	119	4	1	18	
3399	111	30	64	69	48	24	32	
3400	6	5	11	3	4	6	141	
3401	16	5	59	3	3	1	18	
3402	105	5	1	3	3	4	14	
3403	70	5	11	235	3	10	2	
3404	70	45	11	235	136	10	2	
3405	17	5	5	4	137	4	3	
3406	23	306	11	7	1	12	7	
3407	248	5	11	236	4	29	7	
3408	28	5	11	236	4	184	7	
3409	28	5	11	236	4	29	7	
3410	17	22	5	237	1	14	275	
3411	17	5	11	3	4	6	277	
3412	17	5	11	3	4	6	276	
3413	17	20	11	3	3	4	53	
3414	39	5	11	28	4	4	278	
3415	6	5	1	5	1	4	68	
3416	18	4	3	238	1	101	139	
3417	70	5	11	11	138	10	2	
3418	6	4	1	10	3	6	3	
3419	11	288	36	3	4	18	10	
3420	6	76	1	3	3	28	3	
3421	11	5	6	11	15	185	1	
3422	35	5	36	11	4	12	7	
3423	16	5	1	3	4	186	7	
3424	15	271	26	3	2	4	220	
3425	5	23	5	3	4	4	11	
3426	11	22	6	11	4	15	7	
3427	17	143	1	3	4	4	10	
3428	16	134	11	190	4	15	19	
3429	28	14	1	11	1	4	61	
3430	40	5	1	3	4	6	7	
3431	11	5	6	11	4	4	19	
3432	6	5	11	2	3	4	10	
3433	11	5	6	61	4	7	1	
3434	16	5	83	11	48	4	7	
3435	6	10	5	239	2	24	2	
3436	43	153	194	78	48	24	96	
3437	17	5	195	5	4	4	2	
3438	40	5	17	3	4	15	279	
3439	19	5	12	34	4	6	7	
3440	17	5	6	30	4	4	3	
3441	28	74	5	5	4	12	7	
3442	210	30	64	26	30	59	143	
3443	40	5	7	7	3	12	7	
3444	6	10	11	11	4	15	7	
3445	17	5	57	64	53	4	2	
3446	28	161	6	4	4	4	172	
3447	15	300	36	11	27	4	2	
3448	18	4	3	3	1	40	40	
3449	28	150	11	7	27	6	7	
3450	140	30	80	26	93	44	32	
3451	23	143	1	11	3	15	7	
3452	17	6	12	3	14	4	9	
3453	45	148	15	35	53	106	177	
3454	13	5	5	11	4	15	44	
3455	28	80	12	11	3	15	2	
3456	13	138	46	11	4	6	7	
3457	4	8	5	3	1	40	9	
3458	11	5	6	32	1	6	26	
3459	40	5	17	3	4	15	83	
3460	13	8	9	3	1	6	13	
3461	17	5	12	3	14	4	17	
3462	89	90	12	183	79	83	7	
3463	39	30	64	183	28	24	140	
3464	15	166	20	5	1	4	25	
3465	29	1	197	99	24	20	87	
3466	28	27	28	3	3	13	7	
3467	5	11	5	33	1	6	40	
3468	15	24	11	3	4	4	7	
3469	16	10	5	3	64	42	7	
3470	5	146	25	240	10	7	5	
3471	111	30	31	242	28	24	55	
3472	89	269	64	90	48	59	32	
3473	6	22	11	131	3	6	1	
3474	11	55	4	11	3	12	19	
3475	118	106	85	86	72	73	208	
3476	6	5	7	3	4	13	10	
3477	17	27	12	3	5	15	10	
3478	6	3	1	3	2	3	1	
3479	22	5	1	3	2	6	7	
3480	28	307	5	61	4	1	11	
3481	5	146	25	240	10	20	5	
3482	17	308	5	3	1	14	3	
3483	140	30	64	56	139	59	32	
3484	5	309	95	5	1	7	47	
3485	249	10	5	11	2	15	2	
3486	125	27	1	3	1	6	7	
3487	40	5	30	3	1	4	14	
3488	16	5	91	3	83	7	1	
3489	28	323	5	2	27	4	291	
3490	5	4	3	3	140	11	8	
3491	140	30	64	26	30	59	55	
3492	25	3	11	11	4	43	7	
3493	15	171	7	3	2	4	172	
3494	32	4	5	246	2	6	3	
3495	6	20	12	11	3	15	18	
3496	39	55	7	11	3	6	45	
3497	28	5	1	63	4	15	2	
3498	6	5	83	11	4	13	7	
3499	11	166	11	3	4	4	269	
3500	11	5	1	244	2	15	2	
3501	41	5	7	61	2	4	7	
3502	22	20	11	241	3	3	7	
3503	108	5	6	59	4	4	9	
3504	251	5	11	7	1	12	7	
3505	6	24	17	11	4	13	2	
3506	40	5	11	5	1	90	280	
3507	17	134	1	243	4	15	7	
3508	250	310	79	245	62	57	281	
3509	18	4	3	246	1	40	282	
3510	47	4	56	33	12	6	283	
3511	6	10	6	11	4	3	10	
3512	11	5	6	3	4	13	7	
3513	19	5	1	72	4	64	284	
3514	5	1	109	3	1	1	47	
3515	32	5	198	13	1	6	54	
3516	1	5	11	18	1	76	13	
3517	5	311	5	3	4	4	5	
3518	6	5	36	5	3	6	286	
3519	6	5	1	5	1	4	5	
3520	6	5	11	29	4	1	10	
3521	6	5	5	3	3	28	3	
3522	6	6	12	11	1	15	2	
3523	6	24	36	3	4	15	7	
3524	9	4	5	3	1	6	11	
3525	11	5	37	3	3	4	182	
3526	11	5	9	11	3	6	12	
3527	11	5	7	7	3	25	7	
3528	11	5	5	3	2	4	14	
3529	11	14	3	3	96	15	1	
3530	11	48	127	7	1	4	7	
3531	11	112	11	5	1	4	14	
3532	15	2	1	5	3	38	3	
3533	15	5	11	11	1	15	3	
3534	15	28	20	3	73	38	3	
3535	15	135	36	11	4	4	2	
3536	15	312	1	3	2	12	7	
3537	16	3	12	3	3	1	18	
3538	16	5	12	30	3	6	27	
3539	16	5	12	11	3	1	18	
3540	16	14	11	72	44	7	52	
3541	16	312	12	11	3	4	18	
3542	17	2	4	98	2	187	18	
3543	17	20	11	7	4	38	14	
3544	17	136	6	3	3	4	10	
3545	18	159	3	13	12	86	161	
3546	18	187	91	231	4	4	1	
3547	19	5	12	248	11	4	14	
3548	19	5	1	3	4	13	45	
3549	23	5	6	61	3	7	1	
3550	28	10	192	3	13	4	5	
3551	36	143	1	7	3	94	26	
3552	38	11	3	247	1	2	4	
3553	38	11	3	13	1	2	287	
3554	39	166	12	11	3	15	2	
3555	40	5	11	3	4	12	7	
3556	41	5	73	11	1	12	285	
3557	41	23	11	7	3	38	7	
3558	45	8	5	3	15	6	26	
3559	67	50	65	249	1	6	26	
3560	87	34	79	80	53	48	288	
3561	87	313	79	80	53	48	288	
3562	125	5	5	11	4	13	19	
3563	125	27	1	3	1	13	52	
3564	252	2	5	5	3	188	3	
3565	253	5	6	72	1	6	18	
3566	253	71	5	77	73	20	205	
3567	254	5	199	5	4	4	7	
3568	254	263	36	72	11	115	7	
3569	11	5	37	3	1	60	182	
3570	15	314	11	7	4	12	7	
3571	23	5	11	250	1	12	7	
3572	6	5	1	251	1	12	1	
3573	11	12	65	28	10	60	78	
3574	23	5	1	3	4	15	7	
3575	255	11	3	13	1	2	4	
3576	5	4	57	62	4	1	26	
3577	1	178	26	3	1	4	34	
3578	6	5	11	4	4	3	3	
3579	28	5	147	11	68	15	3	
3580	15	5	36	11	27	189	2	
3581	23	5	11	7	1	190	7	
3582	14	5	10	254	4	13	7	
3583	5	4	3	253	1	11	8	
3584	15	5	200	72	3	42	19	
3585	87	34	201	252	53	191	203	
3586	38	315	3	13	1	2	4	
3587	39	316	20	5	3	142	10	
3588	89	30	31	26	48	24	32	
3589	89	30	64	255	48	6	55	
3590	111	317	64	26	28	24	32	
3592	89	30	9	78	48	192	32	
3593	89	318	64	256	48	24	32	
3594	17	5	5	257	4	4	3	
3595	9	4	3	54	1	18	289	
3596	6	5	36	258	2	4	2	
3597	16	5	17	28	3	15	19	
3598	16	10	5	3	58	42	7	
3599	22	319	11	3	3	3	7	
3600	7	133	36	63	2	15	2	
3601	11	5	11	259	3	27	7	
3602	40	5	20	7	3	4	14	
3603	5	287	65	13	1	1	133	
3604	82	39	3	9	1	2	84	
3605	11	5	6	7	4	6	7	
3606	82	39	3	9	1	2	4	
3607	82	39	3	9	1	2	26	
3608	82	39	59	9	13	2	4	
3609	82	39	3	9	13	2	4	
3610	6	5	11	5	52	4	7	
3611	11	22	11	11	3	53	1	
3612	111	30	31	26	48	24	96	
3613	84	3	26	71	1	7	53	
3614	11	5	5	4	9	15	3	
3615	13	13	17	3	1	6	7	
3616	17	5	36	72	4	12	14	
3617	17	5	1	5	73	4	85	
3618	4	5	16	7	1	6	3	
3619	257	5	11	7	1	12	7	
3620	258	8	26	119	3	4	9	
3621	89	203	203	260	48	24	32	
3622	38	320	3	13	1	2	4	
3623	16	5	30	11	3	4	7	
3624	18	4	5	3	108	17	13	
3625	23	5	6	7	1	12	7	
3626	19	5	12	11	11	156	14	
3627	259	5	12	3	14	4	7	
3628	260	30	64	26	135	24	55	
3629	39	5	11	11	27	4	2	
3630	17	182	37	261	1	7	25	
3631	38	321	3	13	1	2	4	
3632	16	5	11	3	4	15	3	
3633	5	75	65	62	13	1	84	
3634	99	74	7	43	19	92	83	
3635	99	89	153	4	103	92	3	
3636	99	89	11	43	103	92	3	
3637	99	35	7	54	45	92	83	
3638	99	74	7	43	45	92	83	
3639	99	89	7	54	45	92	3	
3640	99	89	7	43	19	92	3	
3641	99	89	7	43	45	92	3	
3642	99	89	7	54	103	92	3	
3643	99	89	153	43	103	92	83	
3644	11	322	19	3	4	4	290	
3645	111	30	59	26	134	33	7	
3646	6	5	196	7	1	64	19	
3647	111	30	64	26	1	59	7	
3648	11	5	11	3	1	10	19	
3649	111	1	64	26	134	59	7	
3650	261	5	30	11	4	31	41	
3651	15	5	11	7	1	4	7	
3652	40	5	11	5	2	38	7	
3653	38	11	3	13	1	2	44	
3654	11	20	26	13	4	7	53	
3655	256	5	11	3	4	4	1	
3656	262	8	24	2	1	6	26	
3657	111	30	64	26	141	24	32	
3658	6	5	11	3	4	13	1	
3659	27	146	25	6	1	7	47	
3660	17	5	5	3	1	6	10	
3661	41	5	26	3	1	178	18	
3662	118	106	85	86	72	141	71	
3663	11	5	6	229	2	164	211	
3664	98	3	17	5	2	10	268	
3665	16	259	19	3	4	121	201	
3666	6	5	58	11	3	164	201	
3667	219	3	6	13	3	153	201	
3668	243	5	12	11	4	158	201	
3669	245	136	11	226	1	183	201	
3670	1	5	149	3	4	25	201	
3671	6	299	168	3	4	164	201	
3672	17	5	11	5	2	38	201	
3673	28	5	7	3	4	6	7	
3674	17	5	12	3	14	4	172	
3675	11	6	6	3	4	76	7	
3676	87	34	114	35	53	109	203	
3677	6	5	204	7	4	1	9	
3678	41	48	11	28	1	20	34	
3679	28	5	5	263	3	15	44	
3680	16	324	6	74	2	41	2	
3681	6	14	12	264	1	4	20	
3682	11	5	11	11	3	193	7	
3683	128	108	85	92	76	54	93	
3684	119	5	6	28	2	6	26	
3685	17	325	11	5	4	4	2	
3686	40	84	11	3	4	76	292	
3687	11	134	11	3	4	4	7	
3688	13	8	9	265	1	17	15	
3689	5	4	205	124	1	4	26	
3690	118	106	85	86	60	54	208	
3691	28	134	11	3	4	4	7	
3692	5	71	11	28	3	20	5	
3693	28	137	1	3	4	1	111	
3694	19	8	12	3	4	13	45	
3695	28	62	17	3	13	4	7	
3696	5	54	60	3	1	7	8	
3697	15	101	5	3	3	15	14	
3698	182	24	36	7	73	38	7	
3699	11	5	1	30	9	4	7	
3700	5	5	20	18	3	15	19	
3701	89	191	9	26	133	128	32	
3702	6	5	11	3	2	4	1	
3703	140	30	64	26	48	24	143	
3704	20	165	64	26	30	24	32	
3705	17	5	1	63	4	4	2	
3706	68	106	85	92	3	54	72	
3707	28	5	11	3	1	6	61	
3708	11	150	11	5	27	6	7	
3709	111	30	64	26	48	24	96	
3710	40	5	1	3	2	12	2	
3711	11	10	6	11	11	4	7	
3712	47	8	26	5	12	6	15	
3713	5	8	3	5	1	86	3	
3714	11	143	5	3	1	15	112	
3715	5	11	5	6	1	6	26	
3716	19	5	12	34	4	13	7	
3717	28	5	11	18	4	12	3	
3718	113	8	57	5	2	7	26	
3719	28	326	206	28	1	75	293	
3720	21	5	7	27	2	7	33	
3721	54	4	6	5	15	29	1	
3722	91	8	5	3	15	6	26	
3723	8	327	1	10	1	4	9	
3724	39	6	9	266	3	3	2	
3725	17	330	12	3	14	4	7	
3726	30	329	11	3	4	4	7	
3727	32	328	3	62	8	7	26	
3728	4	4	16	12	142	6	3	
3729	15	5	83	11	4	194	7	
3730	32	11	9	267	1	40	5	
3731	28	5	12	11	1	47	18	
3732	40	5	11	30	1	4	14	
3733	125	10	5	11	2	15	2	
3734	16	5	36	3	4	7	37	
3735	17	5	36	29	4	15	14	
3736	28	187	91	231	4	4	1	
3737	40	5	12	5	4	4	14	
3738	40	5	9	3	4	13	7	
3739	41	5	36	3	4	4	14	
3740	5	8	1	11	1	6	19	
3741	6	10	1	5	27	4	7	
3742	13	8	9	3	1	195	15	
3743	23	331	11	7	1	12	7	
3744	28	332	94	13	1	4	10	
3745	3	5	11	29	4	4	294	
3746	38	11	3	268	1	2	4	
3747	6	5	207	3	3	13	1	
3748	28	333	5	3	3	14	19	
3749	83	5	30	11	45	31	41	
3750	63	5	5	4	45	4	3	
3751	16	5	30	140	45	31	41	
3752	16	5	30	216	45	31	41	
3753	15	5	11	3	4	3	141	
3754	28	185	11	7	1	15	1	
3755	16	5	6	11	4	6	7	
3756	40	5	30	67	3	15	14	
3757	125	27	1	3	1	29	52	
3758	22	3	17	5	2	13	7	
3759	1	5	5	11	3	15	18	
3760	11	138	17	18	1	4	25	
3761	34	5	12	5	3	13	14	
3762	28	20	94	3	4	4	10	
3763	11	55	4	11	3	4	19	
3764	68	144	85	86	60	54	123	
3765	11	5	36	3	4	15	1	
3766	1	74	11	5	2	12	7	
3767	23	334	1	11	3	15	7	
3768	17	5	11	5	4	10	295	
3769	17	335	1	3	4	15	3	
3770	17	5	36	11	4	15	19	
3771	39	6	9	11	3	4	2	
3772	5	54	57	33	1	33	15	
3773	32	4	5	28	15	104	26	
3774	41	5	1	269	11	4	112	
3775	140	30	42	270	48	24	96	
3776	11	5	11	2	4	38	296	
3777	16	5	11	3	27	196	26	
3778	19	336	1	30	4	15	284	
3779	264	5	11	18	4	13	3	
3780	1	5	211	34	4	6	19	
3781	32	4	139	280	2	18	26	
3782	32	4	99	33	2	25	40	
3783	16	341	26	3	2	4	1	
3784	6	5	11	2	27	4	10	
3785	6	28	4	285	3	4	7	
3786	28	5	11	281	4	15	7	
3787	39	193	1	282	4	130	56	
3788	5	4	5	280	5	11	8	
3789	23	5	11	291	1	12	7	
3790	16	22	1	30	2	3	3	
3791	17	5	11	3	4	7	141	
3792	11	10	11	3	4	38	14	
3793	163	5	11	5	3	6	1	
3794	11	5	74	283	3	40	7	
3795	11	5	1	7	143	4	7	
3796	28	5	36	253	3	200	7	
3797	11	5	1	284	9	4	7	
3798	40	5	26	3	15	28	19	
3799	5	4	3	3	1	11	303	
3800	4	5	6	3	144	4	19	
3801	11	5	1	292	9	4	7	
3802	1	5	7	284	4	189	2	
3803	1	5	7	5	4	4	304	
3804	16	10	5	3	145	42	7	
3805	47	8	7	293	8	11	40	
3806	17	5	11	119	4	201	26	
3807	17	5	26	286	3	4	26	
3808	35	8	12	13	1	6	305	
3809	89	269	31	287	48	24	32	
3810	16	5	12	77	146	4	18	
3811	11	177	11	288	3	4	3	
3812	11	5	1	289	9	4	7	
3813	4	4	16	294	1	6	3	
3814	6	5	11	5	4	4	37	
3815	268	5	11	3	4	23	1	
3816	269	14	212	290	1	33	306	
3817	17	5	12	3	14	202	7	
3818	14	5	26	3	4	4	8	
3819	38	11	3	62	1	2	4	
3820	119	10	3	3	64	6	77	
3821	17	5	26	3	4	4	8	
3822	28	10	1	223	2	7	7	
3823	28	5	36	223	3	13	7	
3824	17	5	26	34	4	4	26	
3825	17	5	26	223	4	4	26	
3826	2	219	5	223	1	6	11	
3827	13	8	9	223	1	17	15	
3828	76	5	11	5	4	4	7	
3829	36	27	11	3	4	13	7	
3830	13	8	57	3	1	6	307	
3831	36	5	11	3	4	6	7	
3832	11	5	7	131	3	53	1	
3833	11	4	26	11	1	4	10	
3834	11	5	11	7	3	12	7	
3835	16	5	11	3	4	15	27	
3836	16	342	215	5	4	18	10	
3837	28	5	11	7	3	13	308	
3838	36	27	214	3	4	13	7	
3839	39	5	9	11	27	5	9	
3840	64	5	213	7	2	13	9	
3841	270	223	5	5	50	4	14	
3842	271	5	30	11	4	31	41	
3843	43	30	31	26	48	128	156	
3844	11	4	26	3	1	4	10	
3845	272	4	5	3	1	6	11	
3846	17	4	12	3	14	4	7	
3847	23	13	109	30	1	1	47	
3848	22	5	11	5	11	33	10	
3849	68	108	85	86	60	54	90	
3850	142	67	79	5	13	1	5	
3851	17	5	5	41	4	4	3	
3852	5	4	3	297	1	11	8	
3853	17	5	5	296	4	4	3	
3854	36	5	1	295	2	6	1	
3855	118	144	85	86	42	54	309	
3856	16	5	111	3	147	4	2	
3857	7	5	12	11	2	6	12	
3858	16	5	7	3	4	1	7	
3859	11	3	26	3	4	4	117	
3860	6	19	19	3	4	15	7	
3861	15	2	11	3	3	203	3	
3862	111	30	31	141	48	24	32	
3863	15	177	5	18	50	4	14	
3864	28	5	36	3	148	13	7	
3865	15	5	1	11	4	4	286	
3866	140	30	64	26	126	24	143	
3867	11	107	11	3	1	6	45	
3868	40	5	11	3	1	4	7	
3869	16	3	4	13	2	6	26	
3870	11	20	1	4	27	4	10	
3871	6	4	6	11	3	4	19	
3872	111	30	64	78	126	24	32	
3873	199	3	9	3	1	33	23	
3874	9	14	11	5	1	15	1	
3875	27	1	112	13	1	6	119	
3876	118	104	85	86	60	54	72	
3877	17	32	12	3	14	4	7	
3878	89	343	64	26	48	59	32	
3879	38	11	3	13	149	2	4	
3880	111	30	64	26	48	119	32	
3881	2	4	5	3	8	6	7	
3882	47	8	7	6	8	11	7	
3883	39	5	1	93	4	46	7	
3884	28	89	11	43	103	92	3	
3885	83	3	6	13	2	6	26	
3886	6	89	1	11	4	4	2	
3887	7	5	7	3	5	1	7	
3888	119	10	3	5	8	6	77	
3889	123	128	217	28	1	33	311	
3890	6	344	1	4	4	4	17	
3891	18	4	5	3	150	17	13	
3892	9	5	7	3	4	42	53	
3893	11	4	57	18	2	10	68	
3894	6	40	5	13	3	10	112	
3895	104	4	36	71	4	204	53	
3896	6	5	5	3	1	205	3	
3897	16	3	20	5	4	7	310	
3898	11	2	6	231	4	38	3	
3899	16	5	91	234	4	4	268	
3900	28	5	6	3	2	4	19	
3901	16	5	26	3	4	10	10	
3902	15	76	5	61	2	12	3	
3903	6	10	1	3	2	4	7	
3904	13	8	5	3	1	6	4	
3905	29	1	79	28	1	1	124	
3906	11	22	7	11	98	28	2	
3907	17	5	5	11	4	15	8	
3908	11	5	5	3	3	15	10	
3909	34	3	12	3	3	4	14	
3910	20	30	64	26	30	24	32	
3911	17	5	12	98	4	206	10	
3912	273	166	41	5	4	4	9	
3913	274	19	19	3	4	4	7	
3914	276	5	11	3	4	208	7	
3915	39	5	9	11	27	207	2	
3916	15	5	5	5	50	4	313	
3917	28	5	11	300	4	13	3	
3918	17	18	14	5	151	4	21	
3919	28	5	11	303	4	4	7	
3920	16	5	12	301	2	15	18	
3921	128	346	85	86	130	54	90	
3922	5	4	139	3	12	6	26	
3923	275	5	6	34	27	3	7	
3924	6	5	58	11	152	4	37	
3925	1	5	12	302	4	135	4	
3926	1	5	12	3	4	135	4	
3927	6	5	218	7	4	6	7	
3928	28	345	3	11	73	20	5	
3929	17	5	11	3	3	7	312	
3930	36	5	11	3	2	4	1	
3931	5	50	65	31	1	6	26	
3932	256	5	202	3	4	4	1	
3933	15	5	11	298	4	12	7	
3934	17	5	12	299	14	4	7	
3935	279	5	11	3	58	42	9	
3936	278	18	14	5	151	4	21	
3937	6	5	6	3	74	13	314	
3938	277	5	5	5	1	20	110	
3939	19	5	5	304	1	20	110	
3940	16	22	6	305	2	41	2	
